y_true,y_pred
13.21835,13.236923
14.929884,14.932228
29.825954,30.020983
0.86584306,0.8282956
1.1785222,1.1798368
20.818054,20.96456
15.657981,15.664381
15.416631,15.389011
16.289623,16.325386
0.29836848,0.25186723
13.469205,13.505044
15.816449,15.811743
0.7947599,0.9069973
79.12489,79.449905
19.732704,19.822798
0.6392425,0.52495676
24.910877,25.170435
0.08531712,0.03674408
30.606256,30.775928
43.720932,43.856373
-0.6755523,-0.54445153
37.424805,37.544388
18.200773,18.247828
31.977509,32.134136
80.883,81.20047
4.857535,4.8458767
0.6201724,0.68645567
-0.44917655,-0.3831666
0.24912405,0.23628452
7.387594,7.377715
15.9134865,15.95924
15.200263,15.206433
31.3928,31.579462
9.162378,9.179665
57.04365,57.150517
5.550568,5.5201497
135.08498,135.20665
25.313889,25.528929
-0.08352934,-0.096933514
-0.79776156,-0.54587334
21.551723,21.578821
5.2259836,5.2114916
27.235039,27.458458
20.446882,20.504126
8.310468,8.2846985
0.091189556,0.04144922
3.9057205,4.0162587
3.114914,3.1357255
31.993656,32.19276
13.151455,13.187355
1.4068843,1.5917842
11.100035,11.134553
17.713718,17.739727
-0.7416746,-0.547793
11.892024,11.939484
9.974645,10.015261
0.18125586,0.14451377
16.76617,16.795578
22.184,22.366117
42.534782,42.61108
41.122326,41.21528
1.2038008,1.0816002
0.86774004,0.8755369
21.205925,21.319263
21.458921,21.558193
21.390427,21.495615
230.17448,231.76764
23.629923,23.774755
43.509888,43.620743
35.941086,36.108192
24.887833,25.14346
3.5226915,3.5135381
28.261751,28.493477
0.31595576,0.33220887
4.4120727,4.3990135
2.0011985,1.9880364
11.370922,11.382485
107.15089,107.28635
8.420248,8.508564
26.682703,26.899624
5.439042,5.369915
2.558149,2.5921235
41.339973,41.472893
9.479884,9.525332
0.3823019,0.3558984
0.99889964,1.1031529
26.167023,26.39813
0.63611996,0.7098237
13.376419,13.408191
9.784634,9.817923
-0.48005345,-0.4368531
95.521965,95.7495
25.577246,25.78894
11.241813,11.352328
12.914144,12.946722
0.40904668,0.3750608
32.637634,32.805614
0.12527281,0.06070584
6.44023,6.4256315
21.86145,21.923082
33.430668,33.58352
0.30177048,0.18085788
4.044846,4.0482826
2.5386295,2.5732799
1.2241431,1.2902188
72.73744,73.0728
18.875431,18.880045
0.66265553,0.51462626
34.64392,34.81549
95.74538,95.9634
39.41484,39.547604
3.0452352,3.106956
0.94924134,0.9321372
49.849792,49.90164
-0.155925,-0.15187174
18.841032,18.913204
29.516737,29.715816
0.78053254,0.7684122
8.329539,8.314327
52.472965,53.229237
0.22616999,0.22230455
4.516918,4.5064187
0.9710989,0.96299696
66.66066,66.827
2.848636,3.0210905
3.1168797,3.1390493
11.922122,11.964131
56.92046,57.00614
2.779745,2.9310691
44.548607,44.657166
8.602617,8.619657
-0.21011478,-0.22075123
19.94949,20.00684
13.671685,13.680359
1.113766,1.1782882
9.710819,9.759511
3.204933,3.2209988
11.344845,11.397338
26.049004,26.267788
64.75088,64.865715
1.3940616,1.5790949
94.64431,94.87956
9.73073,9.8444395
5.7807274,5.763707
24.006462,24.182562
15.914561,15.8932905
0.89007676,0.9973038
5.35207,5.336314
2.879854,2.9042082
1.5680035,1.5788963
32.57724,32.744072
16.396202,16.44098
1.0259565,1.1292601
33.6526,33.840313
15.1538,15.193611
30.840488,31.03184
24.58984,24.837704
0.02187771,-0.028921708
0.7200819,0.7357452
29.288542,29.465382
24.924139,25.123468
7.5411854,7.547078
11.899712,11.93509
49.12232,49.22106
1.744674,1.779706
22.33611,22.476372
5.588244,5.571759
5.2422585,5.2273026
42.584843,42.681107
30.795345,31.004015
31.386168,31.556208
51.41569,51.46779
9.795287,9.801551
27.863037,28.027813
3.7860408,3.7863348
16.7258,16.71503
6.641973,6.6252613
11.610016,11.633642
23.830217,24.033562
-0.042243376,-0.08358735
93.196465,93.43707
-0.2363676,-0.20701993
-0.068851046,-0.10616201
44.10273,44.222004
30.6271,30.801401
25.499548,25.705715
24.931067,25.163973
9.49114,9.473972
-0.7174537,-0.5382144
10.252968,10.304783
0.5791806,0.64836687
36.947433,37.10216
6.4721017,6.4543815
0.5301757,0.5925615
3.6913903,3.6938415
18.616096,18.64499
1.4572176,1.4374673
-0.34720212,-0.33533025
14.155216,14.177604
14.169314,14.192173
1.860925,1.8490887
2.2988427,2.3107235
13.982758,14.003053
2.2572362,2.2586136
2.80189,3.0110443
-0.110450596,-0.116183445
5.0108304,4.9957395
17.38834,17.333101
58.191143,58.2995
31.887266,32.09228
6.6234727,6.602837
7.5051236,7.5115805
-0.09987084,-0.11562939
9.827482,9.785324
3.5101292,3.460599
15.079061,15.136469
-0.6736286,-0.5446047
22.043167,22.129335
62.190628,62.271973
6.7739525,6.759544
18.609879,18.621107
27.619022,27.801962
3.9761255,3.9641244
13.619107,13.648361
7.979942,7.998982
10.499066,10.559562
0.07484155,0.024031684
9.329228,9.351851
20.825981,20.91815
58.204536,58.25922
37.10092,37.22811
96.12168,96.344444
0.93049145,1.0381458
33.356453,33.52075
12.850144,12.883302
98.99749,99.19497
0.2366536,0.2167539
1.2458355,1.2900267
0.43218935,0.3787943
13.529072,13.6215
1.719386,1.7051017
0.5999926,0.6601671
12.774195,12.790172
16.638971,16.653326
79.01902,79.35029
36.527542,36.666107
1.795709,1.828625
-1.0383304,-0.628678
20.75127,20.833672
0.5095368,0.32952
76.92786,77.264175
44.794605,44.917
2.7425284,2.773595
5.9078474,5.9374833
52.31348,52.414246
7.439985,7.4167004
47.022476,47.14284
4.3506684,4.363086
0.7743107,0.83676136
8.899478,8.913692
10.189667,10.210703
2.771807,2.7999997
25.429455,25.637356
0.0964082,0.11540653
6.6691084,6.651327
11.187401,11.244434
21.506943,21.605577
27.806616,28.00434
0.25576845,0.22353467
2.4393382,2.3768847
49.74835,49.821762
16.60922,16.613293
0.028241077,-0.0083500445
61.788277,61.932026
12.1369505,12.160896
45.552185,45.643696
10.201188,10.247429
89.943985,90.21482
72.667336,72.97179
5.609527,5.5851707
36.949165,37.099045
25.10868,25.349768
53.97865,54.0392
-0.44342682,-0.39074796
27.545624,27.727383
41.025776,41.129017
6.306357,6.356755
0.20591843,0.12144916
10.458958,10.601359
3.80267,3.7663343
27.029419,27.264961
60.150036,60.24093
10.282064,10.332633
65.68782,65.8827
1.7072164,1.745158
5.9724927,5.9979124
8.266022,8.256833
16.7217,16.78983
8.320097,8.320639
11.758526,11.87925
7.882387,7.860548
1.6953329,1.8874118
25.698887,25.939154
16.880075,16.916355
-0.25187135,-0.20346445
0.6567471,0.61028975
0.30618665,0.3002497
7.700591,7.693516
36.776905,36.911682
-0.58790183,-0.48661536
20.765131,20.873262
0.9256426,0.9615153
-0.30730358,-0.29498872
6.4363985,6.422773
0.6204419,0.78440315
1.1780648,1.1952105
0.6889933,0.59094834
84.67094,84.971
8.986199,9.015149
0.5276179,0.5889573
13.846,13.858058
6.333384,6.3190985
5.7388415,5.7212305
23.959589,24.213028
28.846336,29.052706
2.0394301,2.070611
1.0269046,1.0996317
4.558376,4.5513616
18.140163,18.261105
3.2801683,3.3287315
52.314083,52.43877
66.2681,66.48669
5.232442,5.2205133
23.831667,23.982908
15.375628,15.409967
162.07907,162.42252
42.938343,43.0496
7.1162543,7.096528
-1.1101344,-0.6684044
3.8412178,3.879743
13.092264,13.125914
0.75504386,0.85292983
3.6111362,3.2534907
0.78782314,0.88390845
-0.594103,-0.41955578
69.69606,69.90238
34.224365,34.36554
8.908527,8.917093
58.48572,58.592453
11.052534,11.076113
0.43982494,0.49865502
60.53631,60.66112
22.338255,22.458067
0.62465864,0.7907406
6.3982134,6.3693604
0.016989404,-0.0027519912
1.6884426,1.7143497
35.82324,35.958046
81.02452,81.346016
2.2641783,2.414876
22.10054,22.292086
1.4718133,1.484751
1.9890198,1.9759188
1.9642528,2.0251818
0.3408861,0.38127196
9.274191,9.310175
0.91891176,0.99403
15.712679,15.690156
8.555285,8.539253
4.6201024,4.6076365
-0.1507025,-0.1278409
1.4628389,1.4524179
28.653261,28.865028
21.940351,21.989506
0.08738676,0.033646308
9.502683,9.546386
29.088266,29.277853
5.003708,5.015312
22.2209,22.356916
0.61639947,0.6888784
23.524214,23.672949
0.9570994,1.0573387
7.4857984,7.5512743
4.422649,4.4325876
9.912828,9.946288
14.613181,14.629416
-0.41982502,-0.35257554
25.511536,25.7301
5.3333383,5.341109
8.633624,8.600615
1.3757689,1.5641961
0.5056229,0.53893167
10.371089,10.385385
-0.4429428,-0.39347327
3.5635788,3.5746639
37.936356,38.09326
0.8218298,0.8775655
31.993343,32.166298
-1.1372255,-0.76883334
20.900204,21.061666
57.035828,57.11745
23.239264,23.48992
0.028111877,-0.020269692
22.414204,22.629671
5.111781,5.0958467
17.633764,17.642952
1.5068228,1.5177684
10.709018,10.760981
6.92221,6.8922253
45.01192,45.108437
14.065197,14.098094
16.391678,16.411839
2.113229,2.0325267
2.0666904,2.064136
3.2729738,3.2888272
18.415478,18.424095
3.5525725,3.5568786
15.171889,15.192354
92.18813,92.43579
33.011135,33.187878
4.683072,4.6641245
46.20861,46.30608
3.3099358,3.3262212
12.676774,12.737456
-0.0706575,-0.08291161
8.622459,8.710748
4.2720575,4.2628016
9.280007,9.299678
68.1891,68.42369
17.445599,17.406176
5.0656095,5.0510845
31.702955,31.879818
16.571022,16.62444
13.692328,13.724661
29.016438,29.23137
2.946949,3.0247045
42.80083,42.952133
16.410624,16.431046
2.9793196,3.0008106
24.862461,25.102087
102.79845,102.97309
13.654591,13.651932
14.3825,14.3987255
3.1782384,3.19307
-0.04473638,-0.069417655
31.167088,31.366823
0.23318309,0.23325291
10.290899,10.339204
1.573567,1.4923651
21.187254,21.223322
16.103266,16.131392
38.44287,38.621967
2.651753,2.685399
4.3315926,4.3239098
-0.32387054,-0.31282732
1.5771505,1.4594266
18.535883,18.513803
28.386889,28.611275
0.039046127,0.03435047
33.56162,33.714115
53.329945,53.39276
18.520987,18.554916
78.90128,79.234314
-0.1376251,-0.15081525
0.9788532,0.9731452
6.4584603,6.5184836
59.878315,59.965492
26.071066,26.281565
8.503436,8.484722
14.42425,14.463764
1.5157553,1.7688811
115.64227,115.735634
11.617842,11.666829
11.792056,11.827359
29.333412,29.484537
19.652187,19.760447
13.62576,13.654786
-1.0524203,-0.6395389
20.273827,20.335205
80.3292,80.64673
52.60765,52.681187
64.252525,64.4069
0.79121387,0.75868255
0.22133854,0.1664609
7.568759,7.5324054
9.764645,9.804095
41.974407,42.088966
4.6731987,4.7076173
61.666843,61.76155
6.0362115,6.018758
2.3051822,2.2699292
-0.37624598,-0.296006
4.7712183,4.7766056
31.60413,31.777254
9.726165,9.777233
0.947195,0.89081246
1.1771833,1.2053142
3.1544783,3.1215465
69.50786,69.666595
4.280998,4.2713666
2.7075894,2.7534068
4.4054084,4.3936615
5.5542836,5.5188813
30.864988,31.11098
7.4863143,7.481852
5.7575407,5.734735
27.166548,27.374043
78.40877,78.7348
42.87788,43.00151
4.210735,4.2026973
0.434145,0.38774395
123.74932,123.84265
11.153737,11.140707
8.571011,8.589843
9.389466,9.364538
13.089798,13.121832
6.633169,6.6153183
1.862749,1.9021473
1.2694263,1.2636235
8.862646,8.85047
0.15936188,0.073994964
0.16183883,0.12112163
10.626515,10.684672
4.1257076,4.1138597
60.038475,60.13774
29.189077,29.41758
42.00862,42.11804
48.30202,48.38348
12.285042,12.388475
3.8744266,3.8801038
3.4001622,3.4128602
2.617934,2.8016639
0.71749973,0.799923
0.2787846,0.252972
72.46007,72.76274
35.150555,35.32521
48.993454,49.087494
27.728191,27.939886
0.47214514,0.40431926
2.19086,2.2365305
20.652105,20.733501
0.7565509,0.6726074
27.690353,27.894258
4.735136,4.72303
2.7863233,2.753631
26.582664,26.829266
19.022253,19.087206
3.7132666,3.7213256
44.052193,44.175285
0.044992443,0.06809357
24.735798,24.960169
24.05619,24.243643
3.4936748,3.4722254
16.797678,16.78603
1.5321158,1.7326396
34.451595,34.639107
5.3823824,5.3655577
2.4668088,2.5082939
39.82732,39.966114
-0.61880404,-0.516724
1.3473209,1.2449453
3.5593965,3.6057656
23.533686,23.781717
0.8741129,0.79850036
73.10565,73.39053
13.643377,13.697088
69.80855,70.03917
14.036514,14.037874
8.041096,8.007016
2.4158592,2.4570951
18.322138,18.342102
7.2247577,7.225196
42.358837,42.470608
11.872029,11.906914
12.033279,12.076934
4.3786297,4.3588996
8.422911,8.40622
16.098803,16.097284
6.3936305,6.42151
1.7786137,1.9368613
27.261492,27.5159
12.260504,12.303576
6.5033765,6.4737344
8.910821,8.931189
16.680628,16.70051
1.0999048,1.1271265
1.2673832,1.3030207
14.020448,14.011349
-0.47530028,-0.43096513
18.493433,18.520193
5.3109345,5.337719
39.455288,39.581882
20.479555,20.534071
14.957924,14.955544
37.483864,37.62709
69.94599,70.07632
37.972767,38.139194
7.0231104,7.110305
0.87960184,0.8075263
0.19006103,0.14205568
8.684395,8.709036
20.953156,21.083725
-0.008083527,-0.031702757
12.369602,12.414294
0.65749055,0.73230976
0.8595545,0.9517742
1.9991125,2.0543306
0.4962685,0.5446515
1.2043684,1.1305494
-0.13750482,-0.15033579
40.293392,40.4197
-1.0634353,-0.64927214
126.93402,127.04946
20.983252,21.058361
13.11815,13.141301
1.212207,1.2521107
27.278378,27.4856
1.8406192,1.8784461
11.356772,11.410338
123.27731,123.36394
8.18286,8.143614
42.85086,43.008076
0.8292832,0.94935584
9.518091,9.475031
74.110405,74.40814
1.9390694,1.9971247
75.89386,76.234146
27.420223,27.629501
1.5099943,1.496242
23.783863,24.06684
36.271706,36.45034
24.063707,24.326021
4.3134017,4.326259
0.96852475,1.0772715
5.093801,5.0819497
8.094508,8.076042
24.538855,24.780933
13.345741,13.353948
1.4998814,1.5700836
17.690945,17.710482
24.167728,24.401224
23.12982,23.267427
40.956543,41.09361
32.311634,32.469482
19.20069,19.285597
7.11603,7.108224
5.4499135,5.457317
18.948652,18.990858
13.123332,13.157668
15.377901,15.371283
0.74365747,0.614678
0.06557201,0.08562006
40.839867,40.943363
9.108163,9.07978
27.436237,27.617842
9.390796,9.415273
10.247521,10.245185
35.086685,35.267406
1.3750302,1.320842
9.628757,9.676093
3.282195,3.2910588
2.1706622,2.1254528
4.0204406,4.0206475
13.209521,13.247077
2.5891438,2.6236162
48.38979,48.482952
-0.68543553,-0.52831197
6.0454783,6.027682
1.8050375,1.714251
56.933258,57.03053
11.961712,12.000781
38.444973,38.616165
2.9801543,3.045098
13.704061,13.751729
32.98273,33.184574
10.627638,10.676915
40.270805,40.41439
2.9520986,2.9691477
56.607555,56.6403
104.99247,105.14925
3.7372973,3.7450724
2.942308,2.9675941
57.372044,57.465275
63.101616,63.26604
1.8065184,1.8011799
2.6984138,2.7101521
4.2088604,4.2033644
1.8085837,1.9755311
-0.4021727,-0.33327568
-0.6002197,-0.45101732
0.3869437,0.42730445
8.565335,8.563216
13.348002,13.387343
62.967533,63.06188
-0.9450606,-0.63469106
37.048466,37.211525
5.2564425,5.241212
7.7374845,7.733912
26.048117,26.279295
1.3277245,1.5757816
17.252039,17.294243
13.772385,13.754259
21.008112,21.080267
15.373195,15.384122
116.13188,116.225235
2.352556,2.357753
1.2004055,1.1932156
0.4461028,0.39889598
1.1326537,1.1609757
0.9866586,1.1027703
44.75236,44.89062
56.14273,56.216812
2.3559577,2.396974
0.21825063,0.19512406
20.006496,20.079613
1.2332269,1.2388322
25.507198,25.720842
12.809644,12.849365
4.2268925,4.1942096
63.368515,63.439034
75.466774,75.79508
1.1219448,1.1930006
3.7115207,3.7176
15.840751,15.827611
16.023026,16.05567
25.543398,25.779226
86.82589,87.11733
6.1798196,6.1617045
0.5912868,0.6501096
1.1150883,0.97831833
0.2248421,0.16942352
7.6445127,7.646174
74.76143,75.10751
2.1600351,2.1961827
13.345143,13.380333
8.526325,8.532286
44.779648,44.915874
120.90147,120.98845
1.7214403,1.7115684
1.7097818,1.6601205
39.610752,39.75164
26.686493,26.898859
77.69576,78.029686
22.680397,22.902975
4.462774,4.4404035
23.34876,23.560612
42.27541,42.398163
31.853125,32.01284
23.13106,23.141521
39.935043,40.09388
45.104725,45.199688
53.940716,54.02835
25.221542,25.46115
5.7139654,5.69684
11.382399,11.433175
46.425922,46.52254
-0.634044,-0.53265697
17.872871,17.86802
3.1142013,3.1320186
9.785034,9.800548
49.345966,49.43693
12.789912,12.826524
10.060141,10.0856905
1.0530543,0.9003431
28.53203,28.73834
24.94287,25.190777
96.3538,96.57667
2.951987,2.8511
14.371933,14.364676
13.9776125,14.009937
64.45087,64.55504
7.8681083,7.8420324
14.36822,14.408376
23.633259,23.882444
14.291334,14.263721
3.481569,3.4833784
13.042045,13.073948
41.03855,41.162346
-0.2849506,-0.21046478
11.936541,11.979129
0.22501637,0.1808022
44.842613,44.986183
2.576698,2.5319722
1.5306928,1.517164
16.960468,17.00808
63.175537,63.30005
7.2070913,7.200174
1.1197819,1.1517525
80.547264,80.86163
2.6288612,2.73366
15.622773,15.701287
19.766243,19.79054
2.2580154,2.293421
0.84494966,0.96553105
27.205933,27.42453
13.98486,14.014377
0.7665606,0.79725236
0.86476314,0.785155
33.69396,33.844753
26.276348,26.474623
7.7426095,7.718583
77.15543,77.496124
0.74064624,0.9194424
2.3204672,2.2574418
1.1512543,1.2287221
7.954403,7.9515586
14.593976,14.5966215
4.275004,4.262393
17.560686,17.54734
0.11481862,0.02649954
56.87194,56.96486
6.9621,6.951952
41.721836,41.879135
16.729137,16.740715
20.741755,20.753738
24.517645,24.620123
19.552317,19.600086
25.937365,26.142452
52.012486,52.08122
13.388183,13.407589
27.29186,27.507666
7.484758,7.47215
57.358067,57.42358
0.4245884,0.41799846
75.56186,75.90088
8.222179,8.220493
2.7767649,2.9380453
11.010828,11.064477
0.68803614,0.7715108
33.064156,33.199955
1.5140932,1.5309567
3.264037,3.277186
8.865509,8.960211
2.6397188,2.670009
22.31098,22.511599
4.8896255,4.937187
28.141222,28.379492
29.363832,29.582298
19.599844,19.606041
-0.14831227,-0.14468354
7.7495875,7.7464995
8.244844,8.2564535
0.1356677,0.09036794
59.358932,59.484314
34.489765,34.61466
5.2834625,5.2686687
9.485611,9.509163
13.710123,13.723965
12.474715,12.546458
5.43919,5.4223514
1.2993308,1.345325
-0.3175054,-0.2734959
4.2935224,4.2879925
75.84669,76.16587
24.977072,25.219336
1.422298,1.4077129
23.360916,23.52223
55.562923,55.61818
34.119488,34.321255
10.558447,10.580545
0.7824937,0.877462
27.510504,27.706154
18.43971,18.445784
34.879498,35.01177
25.827288,26.029976
40.66702,40.772552
2.500124,2.5382328
51.510662,51.57928
13.157273,13.18767
91.92045,92.171425
1.0743563,1.1682229
71.904015,72.17567
13.368511,13.38979
0.8644434,0.9817409
1.6926485,1.6348362
4.6548758,4.64021
18.877384,18.9134
22.775799,22.837637
0.5158059,0.48703024
8.238875,8.242449
95.55782,95.7844
72.24485,72.475395
19.401241,19.435131
9.9055605,9.927115
10.804082,10.858351
23.771046,24.030893
0.23156491,0.225307
4.031899,4.0102944
4.8912497,4.902607
18.44288,18.457624
24.930264,25.180264
3.0461626,3.0634825
64.30902,64.40977
-0.09295581,-0.11889553
2.1486974,2.1364775
12.5104885,12.549143
39.402798,39.556156
69.72617,69.921394
2.1723313,2.1554086
41.354443,41.47246
7.4503655,7.4506426
6.459698,6.4381475
33.27077,33.45319
25.638874,25.86495
3.8893147,3.922689
58.12064,58.234497
53.60034,53.697826
1.5741521,1.6024251
18.294985,18.31101
21.389357,21.447996
14.8032675,14.811947
1.6653707,1.6631575
-0.1777529,-0.17422682
8.3735895,8.376484
44.988903,45.093586
23.33886,23.425934
3.7178988,3.7261908
30.438478,30.596788
36.42194,36.687836
43.603325,43.729324
6.3214436,6.3616495
3.566186,3.5763059
-0.22203253,-0.16989574
0.98660976,0.9413859
44.387627,44.499302
3.192872,3.20533
15.635429,15.7002535
8.792214,8.769702
19.81379,19.906773
9.76509,9.818533
1.7639055,1.9811056
38.229187,38.360607
2.7567112,2.787335
4.13397,4.1549563
3.8381355,3.825776
60.30374,60.38467
32.274887,32.454742
3.7882025,3.7950602
4.2741866,4.265782
3.5050137,3.5021973
91.17529,91.43611
17.536238,17.565157
17.856098,17.947454
39.238724,39.375633
13.067833,13.111649
4.785111,4.7753057
6.133995,6.1125636
7.431533,7.422803
9.226207,9.19528
27.300299,27.535807
10.665068,10.670759
28.638271,28.82509
6.593752,6.5838675
12.038596,12.003015
10.979953,11.081226
34.30204,34.485435
16.004005,16.052475
37.775642,37.92779
37.860588,38.05134
92.293434,92.54409
6.383216,6.366174
42.653812,42.7605
-0.12909792,-0.075923815
23.321663,23.599188
0.027879814,0.058575094
-0.24102765,-0.23971936
82.14512,82.454636
5.2092686,5.1925435
13.687745,13.709475
33.7983,33.9418
20.342257,20.450855
12.6615305,12.682517
17.019236,17.047106
113.325935,113.42377
7.7399573,7.734122
12.759638,12.799891
40.34993,40.469826
41.959064,42.090153
45.151844,45.270977
24.937094,25.179054
0.3531769,0.29087946
67.40831,67.5473
-0.66864043,-0.48675036
15.670629,15.682478
0.72021633,0.81026804
7.930154,7.9222817
17.036118,17.017017
16.089308,16.10348
18.684471,18.72524
65.98309,66.12391
19.716537,19.767874
4.7497425,4.738145
36.869614,37.012638
45.35961,45.47395
0.44323334,0.28612944
23.614544,23.833893
27.961355,28.141815
2.4753466,2.2919688
54.24457,54.307648
6.3968334,6.3790793
10.61969,10.668298
6.1853757,6.1672754
9.5585985,9.568259
0.54079205,0.54014134
0.961955,0.93572694
65.426476,65.53688
-0.30060148,-0.28388262
0.39428928,0.44845194
14.919088,14.980244
0.47908762,0.47135562
1.763551,1.9479249
66.906044,67.090195
37.2227,37.413303
1.3183728,1.358654
102.04713,102.2253
36.798298,36.96804
3.6711438,3.6742854
24.19651,24.454168
104.92039,105.07524
2.2440212,2.4069734
4.1204557,4.1464043
38.45179,38.610023
114.751434,114.85225
55.46636,55.496243
22.81702,22.97929
24.416399,24.592611
32.49672,32.67165
28.894472,29.100525
14.990782,15.010645
10.993408,11.052267
8.182188,8.170213
1.1320593,1.1967604
4.659355,4.6530695
6.18962,6.2101803
6.7024064,6.6897426
-0.21117616,-0.22187358
-0.15675808,-0.11373982
12.909099,12.938136
54.59148,54.671715
35.2566,35.40396
3.356637,3.4156272
0.040333834,-0.0023541749
36.07659,36.220535
-1.1197858,-0.69133794
6.4045515,6.3566585
22.30699,22.45601
-1.1052945,-0.67829686
11.196991,11.251526
1.5032039,1.5764091
1.1614262,1.2177911
16.632938,16.621199
4.560752,4.5694327
19.460754,19.499414
8.877816,8.877757
22.478052,22.625698
14.722323,14.703289
52.681347,52.786087
11.60927,11.657781
2.7321093,2.7580407
11.915451,11.952925
21.797886,21.952496
8.995879,9.032585
9.872545,9.898514
0.7626038,0.86666936
1.6326029,1.6753948
1.3646456,1.2672782
73.43852,73.69265
2.1679983,2.2299955
0.44731402,0.46518022
-0.17680766,-0.17072523
33.765984,33.943
4.2813473,4.2782917
48.551643,48.62559
0.43338984,0.4273072
15.923737,15.900092
-0.48200345,-0.44325155
94.76539,95.00281
1.1769747,1.3497338
14.592463,14.649687
24.929996,25.167776
20.271208,20.22817
5.8211327,5.803733
6.09149,6.0755935
9.819021,9.851013
6.399104,6.381523
36.666943,36.817894
100.16858,100.357475
0.9611634,1.0333127
2.697726,2.903824
7.5371575,7.5247245
124.89363,124.978836
-0.13377628,-0.15507191
67.67168,67.8164
68.83814,69.050285
1.7130228,1.7193987
22.52203,22.710848
65.86737,66.05435
3.6208808,3.6308846
5.30881,5.2929096
0.87924933,0.95315605
-0.30862904,-0.24254972
1.2792704,1.3325434
0.41312575,0.2622229
9.593863,9.621033
0.3276039,0.34972775
12.932159,12.975034
2.8812993,2.802278
16.557014,16.561676
31.359118,31.555052
11.500136,11.576489
18.02595,18.021856
47.759,47.83383
1.6777194,1.8541634
68.66431,68.86793
19.061502,19.080698
0.2736681,0.22144216
9.316176,9.261864
23.79728,23.901499
10.506376,10.551985
22.336498,22.45601
0.7523634,0.7408157
12.419635,12.458839
1.8028923,1.7783637
7.49205,7.469081
0.06301154,0.048344016
0.5545737,0.60828054
47.27553,47.382965
40.674923,40.838078
24.397417,24.616419
0.70196235,0.82077706
3.8740354,3.8756583
47.519737,47.582012
11.504175,11.5578785
106.2214,106.37034
17.972847,17.999357
12.967466,13.000425
4.5121865,4.510267
11.287627,11.343093
7.088895,7.0542283
28.52692,28.691751
36.283504,36.44036
0.94918746,1.0432703
0.8847751,0.72098774
8.465878,8.534384
21.792627,21.864008
0.7121933,0.8080086
14.492628,14.570988
16.264585,16.359657
118.10032,118.19544
8.542353,8.552381
31.404099,31.604439
