f1,f2,f3,f4,f5,f6,f7,y_target_f1
0.9961879,0.2724402,0.87406605,-3.052868,1.2266548,1.2266548,0.52143073,0.9961879
16.714697,0.04104486,-1.3238999,0.36289877,-5.013224,3.3628988,17.53934,16.714697
0.1347712,-0.55363053,-1.6660722,-2.9759655,-2.177193,0.024034388,-0.74327207,0.1347712
3.9947765,0.5402157,-0.85040694,-1.2439929,-2.3991597,1.7560071,1.9203193,3.9947765
0.30899173,-0.37342766,-1.4789603,-2.7977,-1.9921731,0.20230016,-0.5646879,0.30899173
78.22116,-1.1927216,0.18969646,5.624728,-9.090108,8.624728,173.49194,78.22116
9.020961,1.2709888,1.2080814,0.23254845,-2.6820877,3.2325485,6.7412066,9.020961
-0.369013,-0.6594185,0.2836483,-3.832659,-0.14310761,-0.14310761,-0.49812913,-0.369013
30.590988,-0.4470425,-0.5763164,1.8196104,-6.3826203,4.81961,43.148735,30.590988
0.7786901,-0.37918714,-0.11195188,-3.822669,0.8986241,0.8986241,-0.12139541,0.7786901
13.871583,1.4389668,0.9805646,1.1329192,-3.1880503,4.1329193,12.734279,13.871583
9.292568,-1.9279912,0.06548649,-7.1253963,2.2686458,2.2686458,-9.097518,9.292568
1.8894832,-0.115421094,-0.28825966,-3.7508333,1.6493529,1.6493529,0.017159263,1.8894832
13.57038,1.4188836,1.0196404,1.070187,-3.1748729,4.070187,12.332021,13.57038
28.987322,0.97900015,0.20316891,2.8578103,-4.8126626,5.8578105,38.489113,28.987322
13.212544,1.6474237,1.3636345,1.2093031,-2.874525,4.2093034,11.775855,13.212544
8.145566,2.1740952,1.7340446,0.8403807,-1.4281954,3.8403807,5.7762356,8.145566
3.9985538,0.6591099,-0.7734152,-1.1472131,-2.242866,1.8527869,1.9518983,3.9985538
2.8673053,-0.68312365,-0.9181407,-4.6154823,1.7355119,1.7355119,-1.1158869,2.8673053
0.29558057,0.12589021,-0.104915515,-2.50444,-0.95174545,0.49556002,-0.13335332,0.29558057
2.3829575,0.6984132,-0.99740905,-1.4555849,-1.5422496,1.5444151,0.92008877,2.3829575
41.072147,0.8097294,1.8324628,4.182503,-5.5033245,7.182503,64.637505,41.072147
15.963739,0.1537331,-1.0505505,0.34992167,-4.8233113,3.3499217,16.325373,15.963739
6.160155,-1.4317867,-0.04743649,-6.0468388,2.1036062,2.1036062,-4.7411876,6.160155
16.953678,1.6583712,0.55985457,1.7791566,-3.2705305,4.7791567,17.05429,16.953678
3.735158,1.3364804,-0.35319197,-0.6590401,-1.2235659,2.34096,1.9740192,3.735158
0.5396466,0.21769574,-0.346329,-2.3395107,-1.0582801,0.66048926,-0.040222466,0.5396466
24.815195,1.0924412,-0.4351502,2.4022655,-4.466315,5.4022655,30.502039,24.815195
39.378334,0.19833064,1.1858449,3.4471984,-6.0734153,6.4471984,61.5245,39.378334
36.16436,0.9900389,1.6015418,3.7667005,-5.123232,6.7667007,53.34941,36.16436
0.16063814,0.21302831,0.81057626,-2.6130283,-0.3053506,0.38697177,0.051180497,0.16063814
4.6509924,1.4091741,-0.05767077,-0.41605353,-1.4604228,2.5839465,2.6290567,4.6509924
17.829725,2.3462377,1.2083067,2.4946365,-2.6004574,5.4946365,18.024462,17.829725
37.35414,0.42655054,1.2500179,3.4125369,-5.7573524,6.412537,56.653717,37.35414
2.2314057,0.70304626,-0.95819944,-1.4882638,-1.4576999,1.5117362,0.8452416,2.2314057
6.2177615,1.3300564,0.50885814,-0.19140473,-2.0171943,2.8085952,3.9077058,6.2177615
0.048467945,-0.44676837,0.34268725,-3.698611,0.29846582,0.29846582,-0.23104931,0.048467945
1.9206218,0.9264898,1.3132651,-2.4747937,2.0906813,2.0906813,1.1880523,1.9206218
31.117205,0.44797823,0.24142936,2.6680613,-5.4708033,5.6680613,43.287594,31.117205
52.977222,-0.63138235,-0.5758366,4.1393156,-7.438299,7.1393156,96.65811,52.977222
7.227833,0.52527404,0.28167447,-0.68544173,-3.2300098,2.3145583,4.868912,7.227833
38.712452,0.65581256,1.576985,3.774422,-5.5724773,6.7744217,59.4208,38.712452
17.644346,1.3520806,0.055195842,1.6185716,-3.6686153,4.6185718,18.260698,17.644346
0.649096,0.18934578,-0.61447203,-2.31246,-1.2323644,0.68754,-0.05126124,0.649096
17.478804,1.1930205,-0.10266629,1.4585687,-3.827098,4.4585686,18.091667,17.478804
61.011486,-1.5368041,-1.8260813,4.0374284,-8.689969,7.0374284,120.7421,61.011486
8.434397,1.0932028,0.9741698,-0.011979327,-2.7853956,2.9880207,6.1151075,8.434397
63.416107,-0.49151438,-0.7344489,5.1958227,-7.699853,8.195823,125.76048,63.416107
28.85962,0.45623365,0.5211362,-7.3492184,6.2195044,6.2195044,-35.955612,28.85962
30.927546,-0.08677516,-0.22098431,2.1768892,-6.021279,5.176889,43.460262,30.927546
10.027191,0.29758465,0.26429212,-0.42491558,-3.9754496,2.5750844,8.0835705,10.027191
3.7303424,0.36542246,-1.0579553,-1.4359903,-2.5449018,1.5640097,1.6774096,3.7303424
10.09317,0.26517305,0.22410296,-0.44189566,-4.0222416,2.5581043,8.172158,10.09317
11.524951,-0.26530424,1.6911286,-5.5531273,4.017362,4.017362,-8.132157,11.524951
6.1628013,1.7620753,0.746684,0.15356117,-1.4571118,3.153561,3.9111965,6.1628013
17.226418,1.0559051,-0.2182581,1.3046789,-3.9538991,4.304679,17.777546,17.226418
59.55171,0.028420161,-0.26663426,5.342442,-7.0045805,8.3424425,113.62834,59.55171
1.9259262,0.70258707,-0.8399527,-1.5655423,-1.2877136,1.4344577,0.7037433,1.9259262
0.14443672,0.1677539,0.5799266,-2.608776,-0.49541354,0.39122394,-0.03031327,0.14443672
1.8150185,0.46687925,-1.1332139,-1.7691073,-1.5957171,1.2308927,0.5233325,1.8150185
34.578136,0.022988029,0.54311067,2.7247474,-6.064764,5.7247477,51.03795,34.578136
15.470621,0.0531137,-1.0710895,0.19183646,-4.887368,3.1918364,15.632182,15.470621
1.8997039,0.7597301,-0.73660886,-1.5305105,-1.1800128,1.4694895,0.72596145,1.8997039
21.350908,0.7158703,-1.006187,1.6010023,-4.645186,4.601002,24.680256,21.350908
11.344408,1.4048334,1.3540379,0.715237,-2.8987353,3.7152371,9.449681,11.344408
36.812702,0.1610335,0.9559247,3.1143494,-6.0118995,6.1143494,55.77358,36.812702
0.5191481,0.29103178,-0.07814675,-2.3092034,-0.8690297,0.6907967,0.029481903,0.5191481
3.3795006,0.3543936,-1.1837895,-1.5133308,-2.4410133,1.4866692,1.4163013,3.3795006
3.1372788,0.81027323,-0.8897009,-1.2004349,-1.7205251,1.7995651,1.4025688,3.1372788
3.0548654,-0.32270414,-0.5891042,-4.2236915,2.0323899,2.0323899,-0.6744379,3.0548654
14.869127,0.2958336,-0.6450789,0.31018198,-4.562647,3.310182,14.622807,14.869127
14.682586,0.99000776,0.24944468,0.8734406,-3.777618,3.8734405,14.044255,14.682586
9.224925,1.1256772,1.0963459,0.14381304,-2.8885274,3.1438131,6.987381,9.224925
4.706033,0.5107212,-0.5880951,-1.1351299,-2.6514707,1.8648701,2.4854906,4.706033
1.8559896,-0.99471605,-1.303986,-4.7977777,1.1538131,1.1538131,-1.1255423,1.8559896
2.9145517,0.8675411,-0.8541487,-1.2038865,-1.543492,1.7961135,1.2902639,2.9145517
3.0511813,0.19731209,-1.3914791,-1.7045587,-2.537042,1.2954413,1.1383007,3.0511813
0.40600836,0.42108744,0.7927343,-2.3453624,-0.2713154,0.65463763,0.21647055,0.40600836
5.7095437,0.45698553,-0.22603579,-1.000436,-2.9803755,1.999564,3.369016,5.7095437
18.881046,1.4250929,-0.06318501,1.85987,-3.6955721,4.85987,20.151543,18.881046
81.64532,0.30682993,1.8860872,7.2451243,-7.6841626,10.245125,181.391,81.64532
12.1456995,0.5075571,0.21007645,0.0806076,-4.0235195,3.0806077,10.732779,12.1456995
14.842595,1.236538,0.5157917,1.1070435,-3.5218482,4.1070437,14.167642,14.842595
7.244857,0.58423245,0.33088806,-0.6334716,-3.1626344,2.3665285,4.884309,7.244857
9.98086,-0.42916325,1.55925,-5.4975333,3.6378415,3.6378415,-6.6471214,9.98086
7.810954,0.3006434,0.20705612,-0.7768548,-3.6091664,2.2231452,5.5067105,7.810954
10.442293,1.2629297,1.258455,0.45369285,-2.9272366,3.453693,8.382215,10.442293
115.9342,-1.2542558,-1.3943824,7.3113,-11.2676115,10.311299,313.52832,115.9342
5.6068645,0.8171574,-0.04241634,-0.7216689,-2.5050714,2.278331,3.306903,5.6068645
15.066051,0.35399532,-0.617862,0.3888606,-4.5182924,3.3888607,14.884642,15.066051
8.80386,1.4425325,1.3266943,0.34065166,-2.439812,3.3406518,6.4862638,8.80386
0.025543833,-0.79930305,-0.2799668,-4.1541176,0.23725143,0.23725143,-0.54260683,0.025543833
44.046303,0.13770708,1.09141,3.9162464,-6.3115997,6.9162464,72.63215,44.046303
28.732489,0.24890883,-0.42610705,2.1893508,-5.5662913,5.1893506,38.694466,28.732489
30.203392,0.31828582,-0.055348143,2.4387636,-5.564162,5.4387636,41.564243,30.203392
0.096370876,0.14302146,1.0502046,-2.7948065,-0.043335125,0.20519361,0.081408955,0.096370876
54.8772,-0.9622944,-1.0877692,4.0187564,-7.853294,7.0187564,102.375496,54.8772
2.168833,-0.5415425,-0.8470643,-4.3178196,1.5482651,1.5482651,-0.6205048,2.168833
24.417042,1.4928266,-0.12094615,2.6940038,-4.0176063,5.694004,29.461765,24.417042
98.11575,-1.3948383,0.11066611,6.500649,-10.353009,9.5006485,244.12604,98.11575
0.6593436,0.5756997,1.6069974,-2.490524,0.77417773,0.77417773,0.6412473,0.6593436
2.2827291,1.3889787,0.07083279,-0.9702488,-0.38866746,2.0297513,1.2625645,2.2827291
10.543029,0.5492117,0.49334848,-0.13190122,-3.7621517,2.8680987,8.661326,10.543029
1.1851323,-0.14974381,-1.7443445,-2.389096,-2.2048364,0.610904,-0.09933189,1.1851323
3.7891915,-0.6490786,-0.6211161,-4.7382374,2.069019,2.069019,-1.5592017,3.7891915
10.048073,0.69946533,0.68887705,-0.08301228,-3.5166426,2.9169877,8.021993,10.048073
1.1525722,0.84479123,1.7762052,-2.335823,1.3827754,1.3827754,1.0118802,1.1525722
20.247747,0.79788166,-0.8901023,1.5166956,-4.4785657,4.5166955,22.76435,20.247747
-0.43082178,-0.39313656,0.54354423,-3.3468573,-0.531908,-0.34685743,-0.4391847,-0.43082178
61.802578,-1.35197,-1.623846,4.272998,-8.529648,7.272998,122.69336,61.802578
0.8706364,0.8555609,1.0977676,-1.8798989,0.07382992,1.1201011,0.63275725,0.8706364
3.6136982,0.5236012,-0.9939657,-1.3312982,-2.2944024,1.6687018,1.6323148,3.6136982
31.077513,0.3718861,0.17300944,2.5965734,-5.548561,5.5965734,43.285946,31.077513
1.3197759,0.09200346,0.31126836,-3.36882,1.4158494,1.4158494,0.34588182,1.3197759
13.56789,0.693333,0.13831553,0.45405224,-3.9845307,3.4540522,12.59712,13.56789
50.862354,-0.4376424,-0.15472071,4.1083922,-7.1587048,7.1083922,90.726974,50.862354
4.3310986,-0.8723153,-0.5281533,-5.0923834,2.0742335,2.0742335,-2.2695549,4.3310986
13.21835,1.3499212,1.0079163,0.9581358,-3.2095914,3.9581358,11.882128,13.21835
14.929884,1.2662805,0.53235495,1.1453855,-3.4982576,4.1453857,14.279251,14.929884
29.825954,0.27384546,-0.17143157,2.3517797,-5.592902,5.35178,40.848827,29.825954
0.86584306,-0.40531048,-0.21483453,-3.8767195,0.9464436,0.9464436,-0.15451473,0.86584306
1.1785222,-0.7581844,-0.9072698,-4.379282,0.9720187,0.9720187,-0.60986423,1.1785222
20.818054,-0.08068409,-1.8016769,0.8412025,-5.459846,3.8412025,24.335335,20.818054
15.657981,1.06263,0.11678184,1.0802418,-3.7980542,4.0802417,15.421923,15.657981
15.416631,1.9839613,1.3028632,1.8285241,-2.7557318,4.828524,14.669318,15.416631
16.289623,0.4043496,-0.8148311,0.6115325,-4.5795984,3.6115324,16.690369,16.289623
0.29836848,-0.011279537,-0.5514034,-2.5738328,-1.2729788,0.42616722,-0.2701058,0.29836848
13.469205,0.47946846,-0.10128371,0.25753343,-4.211368,3.2575336,12.543359,13.469205
15.816449,1.3207958,0.39730382,1.3236518,-3.5299013,4.323652,15.534181,15.816449
0.7947599,0.6077376,0.33428052,-2.013332,-0.49537686,0.98666805,0.3473721,0.7947599
79.12489,-1.0526203,0.41128987,5.8132625,-8.986932,8.813262,176.16118,79.12489
19.732704,0.27575848,-1.4126194,0.9955715,-5.001211,3.9955716,22.254005,19.732704
0.6392425,-0.32367945,0.08692031,-3.7166355,0.8178293,0.8178293,-0.062310148,0.6392425
24.910877,-0.28945917,-1.6037306,1.219226,-5.9331837,4.219226,31.843748,24.910877
0.08531712,0.037462506,1.06507,-3.0036561,0.16077204,0.16077204,0.078419045,0.08531712
30.606256,0.8641016,0.4597403,2.9663336,-5.0116267,5.9663334,41.82159,30.606256
43.720932,-0.8744711,0.038677257,2.9784908,-7.349111,5.978491,73.29328,43.720932
-0.6755523,-0.6383863,-0.14957002,-3.4346201,-1.2441695,-0.4346202,-0.822815,-0.6755523
37.424805,0.98317885,1.7550966,3.9115565,-5.181369,6.9115567,56.12933,37.424805
18.200773,0.5003631,-1.0215815,0.97025335,-4.6404023,3.9702535,19.615652,18.200773
31.977509,0.9573691,0.8243714,3.2217667,-4.9773984,6.221767,44.516365,31.977509
80.883,-1.0616865,0.5732399,5.913838,-9.082534,8.913838,182.05548,80.883
4.857535,0.80788314,-0.34999758,-0.8646917,-2.312721,2.1353083,2.6614218,4.857535
0.6201724,0.5435091,0.57158077,-2.1433945,-0.37634844,0.85660547,0.2987006,0.6201724
-0.44917655,-0.39076832,0.4466081,-3.2970777,-0.6712945,-0.29707772,-0.48254848,-0.44917655
0.24912405,0.28112027,0.73976433,-2.507247,-0.3476097,0.49275303,0.09111768,0.24912405
7.387594,0.77253944,0.5083897,-0.45276737,-2.9651334,2.5472326,5.0254164,7.387594
15.9134865,0.16893186,-1.022272,0.3555532,-4.802081,3.3555532,16.241302,15.9134865
15.200263,1.1183656,0.28869435,1.0598197,-3.6901267,4.0598197,14.73093,15.200263
31.3928,0.18332258,0.08958791,2.4715636,-5.7600026,5.4715633,44.132046,31.3928
9.162378,0.91273224,0.89387053,-0.04489045,-3.1271217,2.9551096,6.9453454,9.162378
57.04365,-1.2732966,-1.533122,3.933646,-8.259311,6.9336457,108.92868,57.04365
5.550568,1.7543288,0.49495098,0.034727488,-1.2914357,3.0347276,3.4018683,5.550568
135.08498,0.016448783,0.12971523,9.082127,-11.121734,12.082127,390.89902,135.08498
25.313889,1.1351261,-0.3335573,2.5066237,-4.4504437,5.5066237,31.377325,25.313889
-0.08352934,-0.023088634,0.6697881,-2.8778691,-0.45672876,0.122130856,-0.1612376,-0.08352934
-0.79776156,-1.1391419,-0.23123677,-4.333572,-0.56065303,-0.56065303,-0.961542,-0.79776156
21.551723,1.8395903,0.13854784,2.5953686,-3.456055,5.595369,24.243639,21.551723
5.2259836,0.8779359,-0.15882552,-0.7401159,-2.3268132,2.259884,2.9819725,5.2259836
27.235039,0.08036139,-0.8717706,1.8477333,-5.668002,4.8477335,35.92853,27.235039
20.446882,1.0074602,-0.67993885,1.7248003,-4.268217,4.7248006,22.95656,20.446882
8.310468,1.6220196,1.3751621,0.40895313,-2.1304364,3.4089532,5.9509854,8.310468
0.091189556,0.1477803,0.78683126,-2.690422,-0.33482847,0.30957782,-0.0042629405,0.091189556
3.9057205,-0.080019556,-0.20481214,-4.090063,2.490672,2.490672,-0.7344137,3.9057205
3.114914,1.306345,-0.40622494,-0.8188208,-0.99481225,2.1811793,1.5943078,3.114914
31.993656,-0.30599555,-0.18109734,2.1186125,-6.297729,5.1186123,45.908077,31.993656
13.151455,0.5953277,0.11031749,0.30797383,-4.046074,3.3079739,12.059754,13.151455
1.4068843,0.071858436,0.22136138,-3.4149072,1.4638367,1.4638367,0.31723467,1.4068843
11.100035,-0.5062983,-0.79778826,-0.9381129,-5.0334053,2.061887,9.676726,11.100035
17.713718,0.7766474,-0.6323739,1.1366203,-4.3003407,4.1366205,18.685715,17.713718
-0.7416746,-0.6813792,0.13342439,-3.5787013,-0.9886959,-0.57870114,-0.7815448,-0.7416746
11.892024,0.72417986,0.51082623,0.2251022,-3.7471406,3.2251022,10.330727,11.892024
9.974645,0.8361039,0.83272266,0.020401627,-3.3477426,3.0204017,7.9066114,9.974645
0.18125586,-0.49860442,0.13916984,-3.810608,0.4181709,0.4181709,-0.2541976,0.18125586
16.76617,0.57752305,-0.70005345,0.82893705,-4.433909,3.828937,17.326973,16.76617
22.184,0.08429605,-1.5935055,1.1724261,-5.3742867,4.172426,26.589218,22.184
42.534782,1.1845291,2.2154286,4.68024,-5.169577,7.68024,67.55951,42.534782
41.122326,0.99823886,2.018008,4.3552656,-5.3095636,7.3552656,64.50448,41.122326
1.2038008,-1.2639494,-1.5461019,-4.9930625,0.7200834,0.7200834,-1.2606118,1.2038008
0.86774004,0.8837286,1.8642039,-2.0991023,0.8322242,0.90089786,0.8665711,0.86774004
21.205925,0.5172767,-1.2048161,1.4098883,-4.847481,4.4098883,24.57327,21.205925
21.458921,0.8081675,-0.91391355,1.6954927,-4.553975,4.6954927,24.799398,21.458921
21.390427,0.7014031,-1.0206895,1.5940672,-4.66338,4.594067,24.758043,21.390427
230.17448,0.60444254,0.13698097,11.822047,-15.544765,14.822047,874.7185,230.17448
23.629923,1.2123796,-0.4439013,2.3441925,-4.266436,5.3441925,28.27881,23.629923
43.509888,-0.084336646,0.88539124,3.6599247,-6.522023,6.659925,71.64847,43.509888
35.941086,-0.12822792,0.6004039,2.7558005,-6.2778363,5.7558007,54.194355,35.941086
24.887833,-0.14033179,-1.4826182,1.3453269,-5.774433,4.345327,31.671698,24.887833
3.5226915,0.35284674,-1.1384859,-1.4864111,-2.4924734,1.5135889,1.519665,3.5226915
28.261751,-0.4716733,-1.0932107,1.5010505,-6.2990923,4.5010505,38.46854,28.261751
0.31595576,0.281182,0.44936335,-2.437193,-0.54941696,0.5628072,0.04969101,0.31595576
4.4120727,0.24706684,-0.86405843,-1.4043269,-2.9065545,1.5956731,2.1964467,4.4120727
2.0011985,0.52333117,-1.1232123,-1.6803077,-1.6105992,1.3196923,0.64083594,2.0011985
11.370922,1.7487158,1.7230356,1.0093445,-2.5084732,4.0093446,9.4032345,11.370922
107.15089,-0.24468827,0.43979195,7.9764767,-9.662709,10.976477,275.40057,107.15089
8.420248,-1.0106788,0.8722701,-5.9224896,2.8871322,2.8871322,-6.1453247,8.420248
26.682703,0.48053628,-0.6570825,2.122447,-5.2178435,5.122447,34.502316,26.682703
5.439042,0.16226245,0.53913677,-4.0702057,3.1295052,3.1295052,-1.285122,5.439042
2.558149,0.9696516,-0.7067984,-1.2071497,-1.2223905,1.7928503,1.1419047,2.558149
41.339973,-0.2596505,0.76944983,3.264017,-6.6231112,6.264017,66.70387,41.339973
9.479884,0.21846221,0.21133885,-0.57779104,-3.9843335,2.422209,7.4360867,9.479884
0.3823019,0.013082461,0.90068674,-3.192395,0.6238615,0.6238615,0.1987379,0.3823019
0.99889964,0.8149274,0.54887176,-1.8077496,-0.28377172,1.1922504,0.55473065,0.99889964
26.167023,0.1911799,-0.9882126,1.803107,-5.4950466,4.803107,33.783386,26.167023
0.63611996,0.4978728,0.348397,-2.1501238,-0.5308796,0.8498762,0.24176058,0.63611996
13.376419,0.76424456,0.26705098,0.48536485,-3.8836396,3.485365,12.305655,13.376419
9.784634,0.8992005,0.89918864,0.043312114,-3.2449095,3.043312,7.6694255,9.784634
-0.48005345,-0.90999126,-1.6659051,-3.4231775,-2.302095,-0.42317748,-1.1553488,-0.48005345
95.521965,-1.1057657,0.6369282,6.658272,-9.901221,9.658272,233.72067,95.521965
25.577246,1.1275622,-0.3030548,2.5355735,-4.4736824,5.5355735,31.8678,25.577246
11.241813,-1.3372344,0.5195201,-6.7498965,3.0582297,3.0582297,-10.207103,11.241813
12.914144,1.0037836,0.653465,0.6183902,-3.5608504,3.61839,11.59217,12.914144
0.40904668,0.024174388,-0.6553448,-2.5068038,-1.3212987,0.4931962,-0.22736289,0.40904668
32.637634,0.4869917,0.5828647,2.8930528,-5.498209,5.893053,46.38929,32.637634
0.12527281,0.12581874,0.43205106,-2.6247652,-0.612424,0.37523472,-0.08848741,0.12527281
6.44023,0.45391938,0.018396981,-0.87727225,-3.1516154,2.1227276,4.070723,6.44023
21.86145,1.4766022,-0.24357906,2.3267784,-3.8670416,5.3267784,25.014862,21.86145
33.430668,0.77814263,0.970525,3.2465553,-5.2289615,6.2465553,47.73323,33.430668
0.30177048,-0.71874464,-0.35186434,-4.1269917,0.46434945,0.46434945,-0.45725414,0.30177048
4.044846,1.098161,-0.46390358,-0.7851359,-1.6695644,2.214864,2.104253,4.044846
2.5386295,0.97529274,-0.6950938,-1.2075562,-1.2037383,1.7924438,1.1348854,2.5386295
1.2241431,0.8020086,0.058971386,-1.7142055,-0.58218867,1.2857945,0.55549246,1.2241431
72.73744,-1.8406789,-1.0407882,4.6548743,-9.5108385,7.6548743,157.13696,72.73744
18.875431,1.3934923,-0.09847889,1.8320057,-3.7293236,4.8320055,20.161161,18.875431
0.66265553,-0.7858649,-0.7048918,-4.299302,0.6752282,0.6752282,-0.55260694,0.66265553
34.64392,-0.006811915,0.527948,2.706544,-6.0985246,5.706544,51.214954,34.64392
95.74538,0.45503935,2.2855725,8.155675,-8.26602,11.155675,230.3794,95.74538
39.41484,0.17446448,1.1646773,3.4302847,-6.099599,6.4302845,61.639294,39.41484
3.0452352,-0.99637365,-1.104184,-5.0162673,1.5930722,1.5930722,-1.6809744,3.0452352
0.94924134,-0.5377782,-2.1871216,-2.739172,-2.676607,0.26082793,-0.41583556,0.94924134
49.849792,0.40746224,0.88540095,4.76753,-6.2451196,7.76753,86.74385,49.849792
-0.155925,-0.36488187,-0.6903274,-2.974649,-1.4989543,0.025350977,-0.62612253,-0.155925
18.841032,0.25786498,-1.3647507,0.85387415,-4.9530864,3.8538742,20.796967,18.841032
29.516737,0.223337,-0.27769846,2.2681189,-5.6310973,5.268119,40.279434,29.516737
0.78053254,0.8101882,1.7663519,-2.1554108,0.70701224,0.8445892,0.77588207,0.78053254
8.329539,1.4099535,1.2137237,0.23528528,-2.3882432,3.2352853,5.980986,8.329539
52.472965,0.37825346,-0.4409777,-10.336239,7.1633363,7.1633363,-95.347595,52.472965
0.22616999,0.049445074,1.0564086,-3.0705397,0.40825668,0.40825668,0.16542844,0.22616999
4.516918,0.5626593,-0.6336846,-1.1275355,-2.5301542,1.8724645,2.3379111,4.516918
0.9710989,-0.37899485,-0.23890786,-3.8693454,1.0223284,1.0223284,-0.13504669,0.9710989
66.66066,-0.7670809,-0.7758474,5.202306,-8.121969,8.202306,135.98158,66.66066
2.848636,-0.15921132,-0.46472222,-3.991887,2.0531213,2.0531213,-0.35168117,2.848636
3.1168797,1.250041,-0.4674194,-0.8617976,-1.0787119,2.1382024,1.570069,3.1168797
11.922122,1.2613393,1.1263679,0.68400055,-3.1428754,3.6840005,10.2135315,11.922122
56.92046,-0.7934618,-1.0279849,4.3592405,-7.756172,7.3592405,107.72355,56.92046
2.779745,-0.2900359,-0.5918635,-4.134282,1.9469076,1.9469076,-0.5078116,2.779745
44.548607,-0.24662188,0.6533848,3.6278737,-6.72862,6.6278734,74.41038,44.548607
8.602617,0.40592,0.38364223,-0.5602291,-3.6249487,2.439771,6.3782043,8.602617
-0.21011478,-0.27276796,0.7576374,-3.3246927,-0.11708694,-0.11708694,-0.22116944,-0.21011478
19.94949,0.8363794,-0.83023846,1.5075969,-4.4150023,4.507597,22.244823,19.94949
13.671685,1.4689385,1.059069,1.1280278,-3.1309364,4.128028,12.451465,13.671685
1.113766,0.42299464,-0.69216835,-1.998575,-1.2024701,1.001425,0.23399805,1.113766
9.710819,0.33691177,0.32519415,-0.44157183,-3.883039,2.558428,7.6899624,9.710819
3.204933,0.8086322,-0.88140976,-1.1873899,-1.7504528,1.8126101,1.444659,3.204933
11.344845,1.0562414,0.969113,0.4211158,-3.296831,3.4211159,9.536716,11.344845
26.049004,0.6620247,-0.6210448,2.1956284,-4.9920535,5.1956286,33.144535,26.049004
64.75088,-0.25798696,-0.44448867,5.51926,-7.511591,8.519259,129.24568,64.75088
1.3940616,0.11668737,0.3030983,-3.356229,1.4724035,1.4724035,0.367001,1.3940616
94.64431,-1.3126528,0.47607633,6.419781,-10.070706,9.419781,231.05045,94.64431
9.73073,-1.337352,0.66054666,-6.5105195,2.835568,2.835568,-8.32419,9.73073
5.7807274,0.38235208,-0.24793293,-1.049727,-3.0897536,1.950273,3.4310753,5.7807274
24.006462,1.0356379,-0.57373434,2.2431796,-4.4776654,5.2431793,29.088055,24.006462
15.914561,1.7246108,0.8703089,1.6821258,-3.095023,4.6821256,15.493344,15.914561
0.89007676,0.32032773,-0.6440027,-2.1417263,-1.2034287,0.85827374,0.10128213,0.89007676
5.35207,0.788876,-0.16090271,-0.7903773,-2.4740965,2.2096226,3.078632,5.35207
2.879854,1.4631482,-0.16310173,-0.75561595,-0.63760424,2.244384,1.5514331,2.879854
