f1_decoded,f2_decoded,f3_decoded,f4_decoded,f5_decoded,f6_decoded,f7_decoded
134.7652,-32.25434,-25.589266,-2.5520365,12.893188,35.51218,-187.4099
2.2190962,-0.34415978,-0.3661415,-2.8047998,0.53854537,1.8449866,-2.869199
1.365364,-0.3939386,0.76493955,-0.5862,-1.8270845,1.2017977,0.08593596
1.9578607,-0.27728522,-0.34222168,-2.8435254,0.5467732,1.7711259,-2.53827
69.69385,-16.974426,-11.483711,0.60494953,3.805667,20.184168,-95.02222
27.51596,-6.7297807,-3.3301158,0.13865948,0.338479,9.316191,-35.83016
2.1906044,-0.3362593,-0.3668456,-2.8139167,0.54384804,1.8327463,-2.836723
39.475655,-9.678194,-5.339188,0.6882811,0.96860135,12.54465,-52.226868
19.261333,-4.7284656,-1.9565246,-0.26914507,-0.044630006,7.0551925,-24.606014
74.950226,-18.241598,-12.597227,0.5275797,4.3558035,21.488102,-102.533005
0.9096302,-0.2193593,0.39850992,-1.3691592,-1.0655128,1.1648996,-0.12209242
4.657782,-0.98232996,-0.5030681,-2.3150492,0.34467462,2.6459265,-5.8601937
4.29746,-0.89030373,-0.48143855,-2.3860655,0.37376478,2.5269165,-5.420924
2.5768688,-0.45216918,0.4548921,-1.1500573,-0.83270156,2.8912098,-1.4753556
26.263834,-6.4298825,-3.1006496,0.105701685,0.25643036,8.982975,-34.10198
25.76113,-6.327731,-2.9552758,0.1627273,0.17233479,8.867145,-33.362766
15.204735,-3.6995752,-1.4510219,-0.69698524,-0.056953043,5.8774886,-19.261856
7.0223866,-1.594327,-0.6900204,-1.9184442,0.22700688,3.3713145,-8.828677
1.2380643,-0.18169282,1.4939592,-0.13925806,-2.3304117,2.5863721,1.2721429
3.9362366,-0.7948118,-0.46460822,-2.4635859,0.40668902,2.4043236,-4.9809656
4.067799,-0.8262023,-0.47531536,-2.4411995,0.39785787,2.4462838,-5.1408896
1.0182344,-0.28429604,0.5211243,-1.1311921,-1.3041805,1.1630967,-0.059699886
8.836373,-2.0605192,-0.86788017,-1.6604905,0.17552358,3.921906,-11.155043
34.098186,-8.38822,-4.2949133,0.6308045,0.53695977,11.149853,-44.707314
200.63158,-47.411625,-40.473404,-8.084254,24.482098,50.119705,-281.03296
20.903439,-5.1129594,-2.259499,-0.22623302,0.056602657,7.497507,-26.856808
26.030628,-6.401667,-2.9758697,0.20796227,0.16183335,8.948926,-33.709145
11.623357,-2.7766445,-1.1324991,-1.2518654,0.08494645,4.773029,-14.715256
6.5196886,-0.79406965,1.3576695,2.709213,-3.27224,6.5968733,-0.77863175
12.739053,-3.0550008,-1.2891499,-1.1578624,0.10672122,5.089946,-16.203129
17.525616,-4.288626,-1.7351996,-0.4451782,-0.05610375,6.5539637,-22.312244
319.45264,-74.091995,-69.37722,-22.809578,49.873714,74.74272,-451.51483
8.608609,-2.007214,-0.8153567,-1.6515386,0.14772192,3.8667436,-10.826246
26.643332,-6.5250154,-3.1566842,0.13363492,0.2679111,9.088813,-34.613396
14.364477,-3.491805,-1.3405421,-0.778975,-0.061589748,5.632996,-18.157202
2.066475,-0.62936556,1.4584092,0.23716205,-2.9305153,1.7958243,0.65268356
92.81408,-22.491302,-16.552765,-0.087159485,6.544834,25.79813,-128.19315
55.956314,-13.668728,-8.581158,0.7945828,2.3841126,16.767357,-75.41783
59.292187,-14.478709,-9.247276,0.8013739,2.6859457,17.614555,-80.13249
1.3644108,-0.40171856,0.7774101,-0.5753958,-1.8385091,1.2104677,0.09807331
122.74836,-29.409136,-23.106506,-2.075958,11.278449,32.656353,-170.49944
1.5660304,-0.2597146,0.93135977,-0.8737055,-1.3786981,2.6762137,0.082508035
45.782547,-11.243094,-6.4018044,0.97070414,1.3153677,14.237845,-60.90015
257.2203,-60.11811,-54.200706,-14.996529,36.467976,61.89218,-362.1702
0.7873323,-0.13419624,0.2751987,-1.6902337,-0.80473197,1.21801,-0.1546325
2.9370742,-0.53113866,-0.4270609,-2.6909049,0.5099958,2.0598135,-3.779334
17.871828,-4.3591685,-1.8493463,-0.50443023,0.020429105,6.6253023,-22.844006
1.0361954,-0.04139939,-0.26934025,-2.9031637,0.48568526,1.365743,-1.323136
3.0754244,-0.5331976,0.66200453,-0.5169683,-1.334486,3.343154,-1.3672667
16.885405,-4.1149306,-1.7049872,-0.5797652,-0.0045986176,6.3471866,-21.52323
1.0885911,-0.10229196,-0.016609803,-2.513364,0.116582066,1.6228415,-1.0782533
37.1189,-9.105614,-4.902593,0.63528126,0.7996664,11.926261,-48.94926
1.8793551,-0.55490416,1.0085163,-0.19211589,-2.3373377,1.3170675,0.22487779
142.74693,-34.013744,-27.575035,-3.6247876,14.660326,37.149292,-198.8579
0.893957,-0.046538994,-0.15242678,-2.6223767,0.19667584,1.2063612,-0.9686235
5.08802,-1.0953262,-0.52935433,-2.2320764,0.3142191,2.7835722,-6.391857
61.283337,-14.962024,-9.647478,0.8017729,2.8693655,18.118818,-82.95043
1.1641039,-0.23985802,0.6869851,-1.4300578,-0.95772755,1.9994829,-0.21169858
23.630098,-5.793123,-2.6500702,-0.0074396133,0.119846255,8.26754,-30.505047
111.27004,-26.772879,-20.543018,-1.1968462,9.353284,30.068943,-154.23822
3.4969583,-0.60412025,0.81423175,-0.02449575,-1.7198744,3.7047133,-1.3359463
22.853773,-5.6204333,-2.4773238,0.011508644,0.042582184,8.0691395,-29.413597
26.196707,-6.4434958,-2.9994895,0.22141063,0.1658746,8.995632,-33.931946
58.446774,-14.272525,-9.082109,0.7947466,2.6133032,17.398369,-78.9415
1.4303267,-0.42047715,1.3556826,0.045473367,-2.5288534,1.9365003,0.6844101
1.4116267,-0.33749235,1.4753637,0.12940526,-2.605618,2.210526,0.9526201
38.616737,-9.440892,-5.288266,0.5237171,1.0196671,12.276542,-51.14268
27.67468,-6.8009024,-3.2555158,0.28036773,0.24676749,9.39518,-35.95564
27.022924,-6.668973,-3.066238,0.35529834,0.13720754,9.245101,-34.99706
29.082777,-7.1256247,-3.5544093,0.26311123,0.37978372,9.755045,-37.937035
1.201291,-0.36725968,0.73698914,-0.6918725,-1.7150061,1.206762,0.07333786
23.47144,-5.747394,-2.6470356,-0.04633677,0.13570651,8.21565,-30.310837
27.936998,-6.873522,-3.2731695,0.32760572,0.23407754,9.475712,-36.290394
0.8312144,-0.062937185,-0.025105357,-2.3505826,-0.11500499,1.2218856,-0.68512946
194.6217,-45.948345,-39.31757,-8.031943,23.83821,48.632965,-272.61612
36.20293,-8.863946,-4.804649,0.5184219,0.80853856,11.657691,-47.74822
1.5551273,-0.485673,1.3245913,0.034944296,-2.5627966,1.7948883,0.5849037
47.607,-11.622768,-7.0151215,0.63938266,1.7423115,14.600939,-63.738117
1.4091405,-0.43584508,0.829182,-0.510009,-1.9116962,1.2403446,0.14199246
59.936123,-14.655538,-9.28511,0.9255559,2.6461015,17.816559,-80.94246
92.831985,-22.4388,-16.693766,-0.39286545,6.82381,25.70032,-128.29906
2.1430442,-0.6229322,1.1096406,-0.00989297,-2.5761201,1.3594065,0.27416766
75.911194,-18.506884,-12.645187,0.724552,4.286614,21.79355,-103.73125
32.9521,-8.076767,-4.2037926,0.44261456,0.5800034,10.801958,-43.234978
63.05659,-15.413258,-9.911245,0.9275953,2.9324589,18.607235,-85.35756
200.17789,-47.21577,-40.60996,-8.584437,24.897633,49.833385,-280.5437
7.284273,-1.6647283,-0.70342565,-1.8646834,0.20664313,3.4557629,-9.151699
0.7489563,-0.10800384,0.18511984,-1.8181305,-0.6871266,1.1480339,-0.21128766
1.9105623,-0.56006837,1.0162725,-0.17526972,-2.3616886,1.3194796,0.22603936
1.1902342,-0.3509655,0.704161,-0.70827043,-1.6754738,1.1801516,0.05488313
11.8476515,-2.8377364,-1.1311786,-1.1878748,0.051513225,4.852333,-14.973301
28.379564,-6.9454675,-3.461669,0.19673175,0.3690879,9.555245,-36.998665
26.757067,-6.576921,-3.1022413,0.2363056,0.20186582,9.145303,-34.703766
62.116524,-15.155807,-9.853348,0.74987406,2.9878585,18.313389,-84.17239
15.134407,-3.6771102,-1.4681048,-0.7397501,-0.027986616,5.845224,-19.200304
129.11311,-30.865545,-24.547382,-2.6091917,12.390007,34.073788,-179.5331
8.478947,-1.9820917,-0.79311424,-1.6588495,0.14731726,3.826943,-10.662407
388.0999,-90.094246,-85.809326,-31.73068,64.82329,89.25885,-549.54175
47.8889,-11.743007,-6.8543005,0.9330792,1.5359851,14.762482,-63.903027
1.571578,-0.4568755,0.8602936,-0.43081865,-2.0296092,1.246604,0.13900502
2.3346345,-0.7777113,1.4131215,0.19067675,-2.9876285,1.6005466,0.4760883
39.527206,-9.72964,-5.2022142,0.8860943,0.8199141,12.615939,-52.149464
7.9243717,-1.8314312,-0.7499058,-1.7511845,0.16935766,3.6580439,-9.951474
52.641293,-12.858839,-7.945376,0.7521289,2.1134095,15.91367,-70.76352
37.47061,-9.19872,-4.9390535,0.6816966,0.7950721,12.029834,-49.409267
13.422596,-3.2547596,-1.2309295,-0.889873,-0.052366436,5.3535957,-16.932632
1.4075912,-0.40777987,0.7861084,-0.55319375,-1.8701648,1.2121882,0.09819562
3.551122,-0.57032686,0.010333151,-1.3017781,-0.5166607,3.1042013,-3.035759
4.3337336,-0.89626884,-0.5163852,-2.4264905,0.41419563,2.5072942,-5.5082026
63.787857,-15.539531,-10.290325,0.61314696,3.2519357,18.6932,-86.651
22.834637,-5.593594,-2.538981,-0.07500243,0.10401437,8.042023,-29.442898
1.2153414,-0.24204044,0.65370405,-1.4812245,-0.88440776,2.05799,-0.29555374
19.135544,-4.640726,-2.194697,-0.6265199,0.23090407,6.9100075,-24.723446
31.880108,-7.82352,-3.9873035,0.4418127,0.48705986,10.525924,-41.731155
2.145024,-0.6275005,1.1167475,-0.0025210977,-2.5839465,1.3639841,0.28084832
20.39023,-4.9918175,-2.1661196,-0.2412176,0.025678813,7.359221,-26.153353
16.70501,-4.072768,-1.6621499,-0.57093704,-0.028185949,6.3041873,-21.260975
1.822046,-0.57999516,1.3343555,0.06377447,-2.6860337,1.7084482,0.52576876
30.004274,-7.3572636,-3.6906776,0.33046365,0.40859398,10.011444,-39.18057
41.48578,-10.146296,-5.795765,0.6198581,1.2024128,13.037336,-55.112587
88.223045,-21.457064,-15.354557,0.404822,5.689716,24.80113,-121.44585
84.8746,-20.650652,-14.634281,0.46940684,5.3257413,23.976357,-116.645676
1.4653803,-0.37171745,1.7609234,0.35032547,-2.849689,2.3261745,1.454156
0.8063985,-0.020054981,-0.09694123,-2.4706845,-0.0010275841,1.143802,-0.7560683
39.235565,-9.6127,-5.3217154,0.64662737,0.97949064,12.470999,-51.92048
39.673607,-9.729708,-5.363066,0.7098891,0.9695133,12.601618,-52.489204
39.564617,-9.6994,-5.3573422,0.6880234,0.9767592,12.5673065,-52.352375
787.78375,-193.71065,-178.59929,-97.540825,161.76474,178.60844,-1110.679
44.18355,-10.843608,-6.141367,0.8871663,1.236411,13.805298,-58.709568
91.62162,-22.198805,-16.334301,-0.10327262,6.4433966,25.4925,-126.53432
73.03662,-17.770594,-12.236082,0.49577057,4.2036505,20.99443,-99.8481
47.490902,-11.599982,-6.96982,0.66896576,1.7083256,14.580523,-63.550533
4.9113913,-1.0482123,-0.51937973,-2.2671394,0.32714793,2.7267296,-6.1732826
55.241867,-13.468286,-8.557438,0.6321284,2.447918,16.535593,-74.53903
1.116687,-0.32410914,0.63580745,-0.87071383,-1.5337776,1.1747191,0.010684141
6.4733496,-1.4519931,-0.63031614,-1.9875216,0.23305997,3.2112331,-8.112881
2.2915065,-0.3648485,-0.36126888,-2.7770948,0.5210217,1.8799336,-2.9484673
19.240625,-4.7301803,-1.937747,-0.25037462,-0.058799192,7.053591,-24.567955
286.36636,-66.75532,-61.049454,-18.065907,42.197468,68.118904,-403.8321
5.363555,-0.71855545,1.4353211,2.0460727,-2.9365892,5.88193,-0.2538553
51.21352,-12.527185,-7.5995774,0.83101255,1.919975,15.575804,-68.6815
4.74793,-0.74395144,0.06505564,-0.45064083,-1.0351843,3.8026962,-3.4878154
3.355074,-0.6417424,-0.43467212,-2.5841014,0.45590726,2.2106462,-4.270096
86.2643,-20.92523,-15.216841,0.05745405,5.7874317,24.195553,-118.95915
15.929747,-3.861616,-1.6661718,-0.79134655,0.08666682,6.030392,-20.368204
1.3648962,-0.49178797,1.0783659,-0.3337323,-2.1655562,1.4977335,0.3163476
1.0012513,-0.035228193,-0.2689783,-2.8812618,0.45624927,1.3183255,-1.2692485
50.19136,-12.268291,-7.444518,0.76242083,1.8808839,15.29515,-67.29176
0.73743665,-0.09824978,0.17341018,-1.862098,-0.65353525,1.160496,-0.21359317
23.24638,-5.700471,-2.584911,-0.024653703,0.10071415,8.162928,-29.98203
16.323048,-3.977763,-1.6073756,-0.60158026,-0.036842227,6.19615,-20.75041
1.9583259,-0.5534094,1.0009525,-0.16454229,-2.3717444,1.3016287,0.2078019
247.99171,-58.05803,-51.92588,-13.786165,34.435192,60.002243,-348.91107
48.4722,-11.884622,-6.9673643,0.93911463,1.584272,14.912644,-64.72197
5.899502,-0.69286275,2.0454946,3.1826265,-3.4907987,7.3181496,1.5313549
22.31711,-5.477694,-2.4233232,-0.061426103,0.05104524,7.910636,-28.712833
1.1038547,-0.32764566,0.63654095,-0.9170443,-1.5149093,1.1938088,0.00835801
64.85283,-15.828006,-10.369932,0.7954902,3.2043226,19.020157,-88.00909
1.3833532,-0.3986572,0.7718539,-0.5734975,-1.8433563,1.2046173,0.08948285
10.172273,-2.4028878,-1.0027957,-1.4758248,0.14178687,4.325771,-12.872469
40.30088,-9.906001,-5.3891025,0.8450399,0.9206351,12.801799,-53.269688
66.5479,-16.248234,-10.673283,0.8462729,3.3204665,19.464998,-90.367546
1.95197,-0.57874376,1.464603,0.24391174,-2.8938348,1.8552444,0.6957185
5.8418055,-1.2948946,-0.5765948,-2.0891085,0.26451948,3.0210323,-7.328418
3.3229747,-0.63331944,-0.4328612,-2.5905266,0.45841977,2.2001443,-4.2306666
1.1196016,-0.05714698,-0.29834038,-3.0130231,0.6134802,1.4871211,-1.5108209
175.88963,-41.60955,-35.138668,-6.5729566,20.640394,44.444767,-246.01006
34.0952,-8.386434,-4.2980504,0.6258096,0.54049873,11.147675,-44.706738
1.7669162,-0.49489027,1.521019,0.26879638,-2.8542063,1.9916143,0.8669959
69.8678,-17.01499,-11.526762,0.5939898,3.8306131,20.224667,-95.27768
246.21709,-57.769047,-51.205627,-12.915562,33.456306,59.859627,-346.17514
81.244606,-19.747824,-13.989382,0.35478127,5.080218,23.023092,-111.596245
2.0275333,-0.3157845,1.1398582,-0.33100164,-1.7657224,3.2686958,0.25799543
0.83258796,-0.03981486,-0.05118829,-2.396292,-0.074746296,1.2194966,-0.7169139
107.76174,-26.004955,-19.669323,-0.72842973,8.58433,29.3445,-149.21622
1.6304219,-0.47451288,0.8853725,-0.38456082,-2.0848699,1.2567437,0.15462
34.345886,-8.409506,-4.476752,0.4547243,0.69323957,11.163313,-45.18417
57.762745,-14.105085,-8.951355,0.785458,2.5576837,17.222202,-77.9811
0.7305136,-0.029022723,0.016195938,-2.2195888,-0.29368997,1.1285017,-0.4783355
13.479664,-3.2661238,-1.2416483,-0.88806534,-0.05065173,5.370337,-17.006878
5.132797,5.596837,13.750494,16.994392,-12.646995,31.698244,44.81729
1.373385,-0.48418045,0.9714725,-0.45833087,-2.045772,1.3797853,0.23009385
6.6904883,-1.5087574,-0.66189694,-1.971838,0.24195042,3.2681642,-8.40946
1.350192,-0.3718016,1.2822753,-0.113909185,-2.36397,1.9705492,0.6623487
156.23749,-37.16216,-30.499557,-4.475156,16.770395,40.241287,-217.9456
2.470169,-0.41944873,0.33052403,-1.4124689,-0.6188018,2.7490218,-1.6779472
4.3237696,-0.8941928,-0.5053083,-2.4137068,0.40171513,2.5098808,-5.4804373
20.386297,-5.0057154,-2.122221,-0.18435925,-0.016014934,7.3726954,-26.11121
128.25438,-30.696054,-24.284927,-2.3849277,12.100823,33.934364,-178.27199
2.3199751,-0.40909106,0.48540735,-1.2484744,-0.7941139,2.778098,-1.2505492
94.43577,-22.850386,-16.943691,-0.2737498,6.8719196,26.143951,-130.50441
14.2040825,-3.4294431,-1.4369655,-0.95484746,0.06848994,5.5336876,-18.084154
1.7127072,-0.52897304,0.9696429,-0.27959538,-2.2097135,1.3058727,0.22125311
36.482117,-8.951351,-4.7840652,0.6216319,0.75373626,11.759178,-48.063717
23.710882,-5.835955,-2.597339,0.08369833,0.060607404,8.311552,-30.559702
1.0459726,-0.044223562,-0.26504543,-2.9019613,0.4874693,1.3813486,-1.3330845
16.340399,-3.968262,-1.6966923,-0.71944094,0.06335926,6.1599727,-20.881767
4.409266,-0.91976535,-0.4872702,-2.3629966,0.3644232,2.564053,-5.5578184
19.312725,-4.7328997,-1.9870533,-0.29546547,-0.021636605,7.0622263,-24.693565
49.717987,-12.1705675,-7.27902,0.85719174,1.762563,15.2041235,-66.54701
150.02025,-35.761234,-29.022274,-3.792172,15.530576,38.91635,-209.0656
1.2106854,-0.24147902,0.616223,-1.553112,-0.81147826,2.0352874,-0.36393267
245.38501,-57.45481,-51.340027,-13.57227,33.979137,59.423996,-345.20358
5.4699135,-0.6985491,1.7991896,2.576284,-3.1923451,6.5706167,0.8413152
8.964795,-2.0928898,-0.88049227,-1.6420732,0.17125389,3.9613433,-11.318415
45.068855,-11.052991,-6.3328123,0.8697675,1.3300499,14.02559,-59.972122
28.051392,-6.9142876,-3.2533135,0.38466048,0.20171365,9.520376,-36.412144
0.8862951,-0.05982773,-0.08088896,-2.4818146,0.039890468,1.2587398,-0.8422085
8.159411,-1.8908215,-0.77901644,-1.726078,0.16960847,3.7265515,-10.260355
3.974833,-0.8009584,-0.5210762,-2.5332606,0.47358844,2.3770628,-5.104621
1.618924,-0.18666454,-0.33290625,-2.9258878,0.58646774,1.6477151,-2.132871
64.68614,-15.789643,-10.326706,0.80865127,3.1783571,18.982134,-87.76224
29.339714,-7.1829042,-3.616317,0.25007325,0.4117038,9.817817,-38.30605
1.0167603,-0.038698986,-0.26559842,-2.8848102,0.46383342,1.339525,-1.2882689
67.68464,-16.478416,-11.112898,0.5600917,3.6554015,19.661972,-92.21332
26.830534,-6.5691214,-3.193114,0.13575917,0.2822183,9.1379175,-34.873573
60.847935,-14.848505,-9.594936,0.7543209,2.867126,17.993685,-82.372925
46.65244,-11.411384,-6.7445745,0.74497813,1.5719359,14.390655,-62.30587
1.4905255,-0.43133932,0.82151556,-0.4930004,-1.9487565,1.228084,0.116933234
0.7440287,-0.09040041,0.18539217,-1.8514383,-0.6655711,1.1803526,-0.21362184
56.86625,-13.916479,-8.644573,0.95653147,2.3386984,17.04849,-76.57364
46.988636,-11.527843,-6.6663446,0.9418679,1.4472985,14.536144,-62.62501
12.304616,-2.9371583,-1.2832261,-1.2699018,0.1608384,4.9409957,-15.690899
20.313313,-4.994559,-2.0956264,-0.1693598,-0.031659916,7.3564034,-26.003044
106.96275,-25.747007,-19.674404,-1.0762807,8.822652,29.026447,-148.19508
1.9692156,-0.27810043,-0.35582837,-2.8604765,0.56336606,1.7582088,-2.5668082
41.59915,-10.194321,-5.7366276,0.7301969,1.1263729,13.099272,-55.186985
8.557896,-1.996084,-0.7979718,-1.6416826,0.13481787,3.8572779,-10.745588
7.961497,-1.8400629,-0.75948775,-1.7540772,0.1751728,3.6664739,-10.006568
88.77194,-21.559744,-15.612429,0.20434898,5.9026184,24.875565,-122.39134
61.016,-14.869151,-9.71928,0.63166064,2.9808164,17.997646,-82.71131
61.833443,-15.107003,-9.706873,0.8711918,2.864629,18.279894,-83.6723
112.153946,-27.016096,-20.640757,-1.0421938,9.298956,30.343338,-155.42989
16.254704,-3.9701788,-1.5679064,-0.56769204,-0.06767115,6.1873784,-20.632145
53.25118,-13.07094,-7.7909303,1.1268547,1.8717058,16.18439,-71.324356
5.400136,-1.1753757,-0.55595607,-2.1828134,0.30151603,2.8745732,-6.7846427
29.727106,-7.3168044,-3.555322,0.4356495,0.3060455,9.968455,-38.719387
10.457379,-2.484335,-0.97642547,-1.3605342,0.07076788,4.43836,-13.169426
19.725605,-4.8505864,-2.0068552,-0.21077904,-0.048609182,7.191191,-25.21506
44.841103,-10.983437,-6.346707,0.7891696,1.3727437,13.943224,-59.7139
1.5549755,-0.4499035,0.84943914,-0.44585672,-2.0102222,1.2407169,0.13188727
238.90837,-56.064903,-49.59749,-12.393848,32.24974,58.211143,-335.80325
1.7804774,-0.5816954,1.0723962,-0.21248135,-2.350763,1.3844404,0.2757972
2.1536188,-0.6541182,1.5662502,0.26750696,-3.007248,1.855631,0.8738654
93.47508,-22.612356,-16.773375,-0.2992999,6.801559,25.893543,-129.17123
