z1,z2,z3
-1.7482474,24.421537,27.606121
-0.60156196,17.245329,19.739607
1.6649745,-1.6431971,1.1101977
-99.58094,251.01973,258.23355
-8.146951,50.53681,55.71872
15.963613,11.849243,12.920413
-1.5184938,23.430315,26.603966
0.72983414,-0.3235613,0.9160638
-13.7965,67.528534,73.537895
1.0110304,-0.8096316,0.9494217
-0.27830374,10.944566,12.477072
-5.6533666,42.044777,46.76291
-14.257673,69.24998,75.45877
2.8211374,-1.10694,2.0333436
-0.029862054,6.5238466,7.3683276
-0.18191755,3.9587843,4.29239
-0.28812677,1.711626,1.6099824
-63.20564,179.64134,186.9294
-4.044617,35.619,39.85777
3.0752652,-0.71124023,2.2789185
-15.828387,72.76849,78.867714
-97.447205,249.309,257.30777
-20.027895,84.53523,91.21206
4.4957566,2.6242027,4.433438
-0.07033915,0.9418968,0.99378765
-30.632017,111.537445,119.045525
1.31387,-1.1803796,1.06108
-4.444587,36.007748,39.892918
-11.485102,60.2299,65.72256
-0.07807378,0.63136286,0.83341134
-0.22721088,14.297257,16.484283
103.37895,50.693935,58.895042
1.361027,-0.7132803,1.3291242
-0.095787846,7.3922753,8.348536
2.5738788,-0.005595073,2.3056192
-53.064297,160.11281,167.74261
2.551583,3.5926867,3.700339
-0.17717135,4.9648285,5.503158
-1.1282841,21.39959,24.464043
-40.23656,132.14723,139.45743
2.8143945,3.269582,3.7220924
-25.498789,98.093834,105.02737
-0.59077305,15.081902,17.20234
1.4815493,-1.3461736,1.232576
-4.8276577,38.158165,42.389065
-1.6989708,24.82423,28.261906
-0.32181796,1.5317148,1.380292
-0.8343971,17.283253,19.674479
-0.08593526,5.0736194,5.6254253
-0.9900317,20.30844,23.207764
-8.709573,51.8735,56.98539
-49.823128,153.919,161.71428
1.7107781,1.3477249,2.3547585
-98.34921,248.44038,255.5948
13.566227,10.319761,11.362339
-0.20349413,9.714982,11.045534
-7.163769,47.027863,51.94037
-2.5385551,29.303162,33.185917
-0.07927459,1.0364634,1.1368791
-0.102856524,8.881367,10.120333
-0.29653394,4.595182,5.069332
-0.27493545,2.2231812,2.2171824
-13.716747,67.35135,73.3676
-3.2020395,30.814684,34.31907
-0.36516753,1.4604055,1.3032181
-15.17435,70.54037,76.42285
-2.603495,28.20035,31.532728
-12.55783,63.42414,69.08362
-7.9169292,48.74573,53.51794
1.1436728,-0.9658682,0.99481285
0.26796398,0.43687987,0.9179413
-10.86695,59.22552,64.91848
-7.656092,48.990826,54.10786
-0.5773397,13.147704,14.922751
-1.0786576,21.294554,24.426348
-30.99079,110.742966,117.71626
-0.2652884,2.5774353,2.6415641
-6.292235,43.478138,48.020515
-0.07030945,9.28483,10.610699
-0.09213441,8.679163,9.886087
-22.793268,92.302925,99.40417
-12.845482,63.651485,69.141975
-12.660371,64.38737,70.289444
-32.616093,115.96476,123.4619
-0.51722765,17.140444,19.722158
-9.358822,55.40324,61.14201
-0.06905619,6.0874844,6.806146
-2.984137,31.078579,34.99919
-0.14903101,11.225338,12.865462
-0.96769583,20.67623,23.773165
-7.2409034,46.834694,51.59967
1.2204678,-1.0593843,1.0176368
-94.133194,242.07047,249.81755
1.6857537,-1.3793628,1.3556037
3.211496,-1.5901421,2.1281211
-25.232422,97.12597,103.9413
-12.039525,62.550438,68.358215
-7.9715805,50.228306,55.472675
-7.950303,49.315567,54.25707
-0.41499397,16.472515,19.028788
1.9187273,-1.9019111,1.2620052
-0.7611579,18.219889,20.809153
0.40835905,0.19729306,0.9272727
-17.841814,78.44204,84.819176
-0.104623966,10.891392,12.491392
0.35498872,0.09799406,0.88730884
-0.06690397,5.9191008,6.6109085
-4.0826964,35.257137,39.30869
-0.2623969,1.9651775,1.9079618
1.5814605,-1.4935505,1.1325798
-2.0192506,25.964651,29.315037
-2.0291202,25.998356,29.346031
-0.22023562,2.6825626,2.7641442
-0.1773558,3.4884422,3.7276943
-1.9240723,25.582846,28.93681
4.0796604,1.3828332,3.7032878
2.122909,3.8222694,3.5498128
1.2629849,-1.1178938,1.0415199
-0.12616622,8.288109,9.3969755
-2.9886646,32.111942,36.440735
-42.29234,136.17178,143.3525
-13.806396,66.35974,71.96093
-0.025523223,11.107318,12.789917
-0.5736266,13.085098,14.84094
1.4793588,-1.2066004,1.2839304
-0.45215395,17.024557,19.747372
-0.12556958,5.5410433,6.122987
-2.7162282,28.203402,31.380623
1.9295442,-1.9203137,1.2443526
-5.8684,42.56203,47.230556
-46.203037,146.32509,154.11409
-0.23185837,11.516833,13.172054
-3.9697733,35.12194,39.26692
-9.471789,55.140232,60.68153
-0.337443,6.501449,7.3648095
-1.8230941,24.89606,28.139013
-0.7227808,14.050432,15.915155
-0.9106322,18.772955,21.381275
1.0621879,-0.872824,0.9663807
-0.5328269,16.364218,18.736504
-5.399098,40.15066,44.45827
-40.971977,134.89696,142.59091
-17.397198,78.23236,84.90038
-100.60809,252.96144,260.158
-0.3589262,1.2495311,1.1788505
-14.413034,69.293236,75.386215
-1.4940063,23.300344,26.464935
-104.82499,261.58563,268.92575
0.8297993,-0.5541491,0.91238725
-0.43849847,1.7778535,1.6892511
0.6902,-0.29794806,0.8750775
19.567173,14.162879,15.209331
-0.23812959,2.4331243,2.4661303
0.26372465,0.27034506,0.90176904
-1.3386813,22.981752,26.319185
-3.1118228,31.089708,34.829666
-72.7304,198.867,206.23596
-17.04809,76.97519,83.50169
-0.27061823,2.6677878,2.7479546
2.131086,-2.1618626,1.3653466
-5.311511,39.93863,44.26761
3.9046047,-1.1432194,2.5779502
-68.85508,191.78192,199.34686
-26.174513,99.15246,105.91832
-0.18945622,4.3186746,4.7265887
7.049565,6.5605435,7.0708866
-35.046005,119.77324,126.740456
-0.10379947,12.609607,14.548427
-28.92249,105.387535,112.13573
4.388879,5.069317,5.309795
0.14162427,0.6630159,1.0112139
-0.48140594,15.544109,17.796576
-0.62852234,17.947618,20.611708
-0.1670644,4.3568625,4.769641
-7.9394665,50.084324,55.309216
1.8358791,-0.97498924,1.5489138
-0.08083873,11.231051,12.902354
-1.0019317,20.062607,22.851465
-5.718207,41.56122,46.029457
-9.911724,55.89827,61.298485
2.1485963,-0.8970607,1.7318105
5.6955013,1.083425,4.538095
-31.091679,111.830635,119.090744
-3.0300817,30.950209,34.752453
1.1090071,-0.9298082,0.9849216
-47.228626,146.69563,153.8999
-1.111258,21.698599,24.948578
-26.290316,100.46244,107.57813
-0.6972403,18.077324,20.671898
-90.59761,233.50243,240.71301
-62.457382,178.79877,186.30078
0.0010276884,9.247933,10.649122
-17.736063,78.33753,84.76519
-8.266358,49.930058,54.78157
-36.03525,123.375,130.81291
1.7007053,-1.6227922,1.2609316
-9.383737,54.932175,60.482655
-21.14551,88.19623,95.21749
8.206459,6.6923347,7.719776
2.7428324,-1.1704723,1.9759797
16.463041,10.066587,12.930916
-0.08722053,6.071373,6.754222
-9.903158,54.670765,59.65121
-44.120934,141.05971,148.56609
-0.7384081,18.256035,20.862358
-52.663227,158.18317,165.453
3.493975,0.83161217,3.1481833
6.69728,6.885497,6.9630036
-0.22447914,14.200326,16.348608
-3.4978209,31.654047,35.082882
-0.3395119,14.39019,16.505384
17.467764,11.982707,13.770002
-0.15837806,13.437865,15.507718
2.1795237,1.659642,2.7417095
-8.788217,51.408348,56.282127
-3.3637486,31.74995,35.397205
1.422399,-1.2868901,1.1343466
0.4083449,0.13568614,0.86259013
1.5684271,-0.66152483,1.4832941
-0.2862385,13.2295265,15.164159
-17.224812,77.54729,84.123535
1.9483526,-1.8212878,1.3859109
-5.4656453,40.12795,44.352077
-0.07230645,0.983454,1.059703
1.5202976,-1.4226896,1.110736
-0.30877087,10.959529,12.476414
0.86775875,0.25517815,1.2803395
-0.33968183,1.5726382,1.4213989
2.3911996,-0.46092647,2.0115578
-81.06085,215.9096,223.47481
-0.7032305,15.86269,18.067371
0.4581424,0.065582566,0.88417834
-1.803233,25.223026,28.639748
-0.29000816,10.763594,12.248838
0.020312503,9.4960575,10.907589
-7.562475,47.380993,52.018215
-11.010068,58.68166,64.05886
-0.24801621,3.090912,3.251771
-0.28582442,1.3649999,1.2097981
-0.059786327,7.4462605,8.442346
27.355238,18.668007,19.92537
3.9436014,3.3681285,4.393396
-35.681755,120.399216,127.10892
-53.818512,160.23195,167.39592
0.017219774,8.601834,9.84091
-6.9580417,46.5337,51.48007
-2.6685615,28.61972,32.02299
-241.796,493.6009,494.35846
-23.600365,93.665634,100.5913
-0.0691592,12.020451,13.848836
2.2232597,-2.2769387,1.4197662
5.732329,3.3662412,5.446713
-1.6374441,23.842773,26.985481
-0.022654563,0.73139983,1.034181
1.4029806,4.883071,3.8706186
0.09042264,0.76106215,1.0685916
2.4445882,-1.8512565,1.6787239
-57.18505,168.94464,176.70671
-14.792606,71.047585,77.42138
-0.37858558,15.487312,17.77756
-42.593956,136.93298,144.152
-0.8231502,19.600843,22.5301
0.45192087,-0.0947371,0.846777
-45.376575,142.90167,150.13982
-6.1789546,43.359238,47.97993
0.8826971,0.26121342,1.2924544
-0.02081196,10.671365,12.315709
1.1147778,-0.9259172,0.9980109
3.5601356,0.7689377,3.1577165
-16.247534,75.05144,81.58147
-75.77414,205.00223,212.40887
2.928995,2.2243996,3.3821225
-6.4806376,43.312687,47.595936
-0.2999621,2.06367,2.0331528
-0.1965343,2.8986323,3.0226521
-0.19257441,2.9840438,3.127201
0.6009454,-0.29415864,0.8692567
-0.74815375,16.421339,18.702646
-0.3649627,1.1625874,1.1053244
-2.435934,28.869516,32.738575
-0.26077977,14.71737,16.977182
-0.09219053,7.5749216,8.557389
1.3026687,-1.1477965,1.0735775
-0.268754,1.9945444,1.9435338
-10.93445,58.29964,63.611828
-5.614442,42.125736,46.917492
1.1144097,-0.90460855,1.107504
-1.1613278,17.109606,19.290937
-10.920151,58.96708,64.523056
6.1300273,5.3051515,6.3175344
-6.221644,43.22184,47.746742
0.37077338,0.28908783,0.95396775
-6.820393,45.904884,50.767704
-0.40531456,1.3298903,1.2029635
9.365794,8.340689,8.663491
5.3865504,4.6176453,5.7212477
-0.60251755,17.475138,20.014334
-2.1907296,26.878033,30.3222
1.6234844,-1.5344484,1.1734257
-8.215235,50.506584,55.611347
5.724064,6.178997,6.3028984
-0.25336182,14.801964,17.139708
1.3786788,1.5130816,2.227305
0.5622743,-0.048039168,0.9161407
-0.6489295,18.263094,21.004957
1.6709579,-1.5972502,1.1690136
-0.10924586,5.712884,6.398239
-18.955462,81.12566,87.51078
0.073502064,0.7671279,1.0276706
-13.283514,65.98647,71.90343
3.0486772,-2.4823203,1.9027395
-5.8244357,40.727985,44.774857
-40.270824,132.36305,139.72002
36.494247,23.698519,25.1042
1.1273403,-0.94928724,0.9863452
-6.738483,44.08045,48.371925
-0.13089406,8.47223,9.6082325
-3.525332,33.104668,37.059757
-0.2770837,2.1145813,2.0882523
-0.8156637,19.06293,21.806578
-0.055247374,11.630757,13.4349985
-25.752275,99.076324,106.14314
-2.076601,25.88447,29.116257
-3.03804,30.62136,34.281425
-0.26045454,3.0392694,3.1592853
-0.19853136,3.0572274,3.2120523
-0.20636326,5.243843,5.841118
-3.8679862,34.70563,38.823296
-0.26514387,5.7458615,6.449769
-2.480056,28.084599,31.560259
-92.34391,238.74304,246.54295
-14.327075,68.662094,74.61168
-0.17756599,7.682219,8.774381
-27.272932,102.47181,109.50437
-0.1370799,5.281883,5.8812203
16.36811,14.344437,13.480222
1.4888059,-1.164766,1.3024768
11.142377,9.549767,9.872154
-0.17138013,6.9645057,7.9102373
-0.49516025,16.24722,18.616604
-56.21784,165.61696,172.93724
-3.1212537,32.353477,36.58219
-0.12868556,8.384485,9.522452
-13.085983,65.32597,71.18508
23.125467,17.963543,17.624516
-1.9068611,25.10037,28.296217
-11.323064,59.275677,64.58146
3.5677001,3.01044,4.0409117
-24.476803,94.321495,100.78269
-3.0483873,30.662598,34.324154
-0.12701479,4.698325,5.1768336
-8.013286,49.275238,54.140827
-114.106346,276.56024,282.95776
-1.614167,24.689173,28.232136
-2.0828195,26.39218,29.814194
-0.28808454,5.1069646,5.6830153
1.204904,-1.0374205,1.0182159
-13.022316,64.418434,70.02074
0.78799975,-0.52383816,0.9037305
-0.7175375,18.254152,20.872461
-0.31635514,2.0960064,2.0394661
-5.224061,40.524162,45.1707
-2.95982,30.083996,33.643463
-20.037636,83.01392,89.168915
-0.26041055,4.1898355,4.5800786
-0.09215138,7.061557,7.9615507
1.6058393,-1.5010376,1.2634591
-0.36397496,2.0642173,1.9846038
-3.7259724,34.73419,39.05159
-10.925442,57.872326,63.044643
1.0752482,-0.8718521,1.010887
-14.376554,69.57815,75.79908
-35.294743,121.622734,129.02112
-4.072549,35.09763,39.101234
-72.76199,198.71173,206.01028
1.3125613,-1.1741688,1.0456232
2.5313802,0.020943284,2.2941325
8.680669,6.7246103,7.992808
-43.7195,140.23672,147.753
-8.576384,51.766743,56.96815
-0.24953437,14.610249,16.862364
-2.3028164,26.703535,29.910915
0.4347807,2.3908777,2.015639
-136.76337,318.73962,324.83624
-1.0875225,20.859,23.793158
-1.035749,21.069206,24.195957
-10.435633,58.843296,64.79161
-5.002317,37.885014,41.80933
-1.8224598,24.906385,28.153826
2.1531043,-2.1943,1.377362
-4.9885025,38.840553,43.1361
-73.41414,201.60399,209.41986
-34.684845,119.88254,127.15114
-50.18821,153.48991,160.8973
0.20390424,0.513039,0.89920247
1.0497861,-0.7074059,1.1191655
-0.11689141,12.806597,14.827828
-0.6949544,17.277803,19.733828
-22.53272,91.080315,97.975174
6.969961,4.213841,6.490848
-45.932343,145.23233,152.85014
-0.1557216,10.139224,11.581929
-0.17685631,3.4194994,3.633497
1.9172323,-1.5549814,1.4418263
5.8157406,5.0254264,6.0913334
-12.921943,65.00087,70.88887
-0.86308104,17.3328,19.719122
3.087563,-0.22147588,2.4886396
2.884657,0.24708784,2.5753589
-0.117982425,4.9236984,5.407842
-55.930813,167.41878,175.5155
-0.064249806,6.9592633,7.8281
4.6669726,1.9040325,4.2565184
-0.063519485,7.180427,8.084175
-0.1489991,9.191786,10.593681
51.591084,31.142727,33.08451
-0.39126456,12.912707,14.743404
0.007286936,9.518638,10.955229
-9.51332,54.474926,59.74505
-70.461464,195.68971,203.48586
-23.847532,93.816605,100.599464
-0.06791625,6.8362246,7.686521
1.8179408,-0.59806085,1.6327337
-154.72336,348.9016,353.91708
-0.79362226,19.66797,22.709671
-0.6274697,15.050723,17.148584
-0.38420042,16.250828,18.798998
-1.6049647,23.806229,26.983707
-0.079603456,11.165585,12.82571
-0.24914214,2.7890868,2.8945725
-0.32254907,1.6862881,1.5601208
-0.31554684,15.309019,17.652729
0.91419303,-0.7536793,0.85331506
0.9863461,-0.7238997,0.96688366
-0.966028,19.035353,21.654646
-0.031422928,6.6670084,7.4681606
-44.196175,140.95737,148.37767
48.231075,29.478579,31.339428
-22.443419,91.04499,97.998405
-29.480228,107.95782,115.14144
17.668756,12.868625,13.999479
-0.037826203,6.227591,7.0120573
-0.07037868,5.408878,6.0281916
2.466311,3.2261026,3.5110905
0.03129119,0.61222565,0.9940336
2.0051134,-0.82454336,1.6746551
-62.201736,178.22128,185.70267
-16.406153,74.155075,80.24983
-30.699291,110.25214,117.28086
-10.096781,55.97005,61.22652
1.9740782,-0.6104531,1.7113926
-0.20128074,3.3654528,3.5835042
-5.264286,39.732296,44.039036
2.5570488,-0.39231336,2.1370065
-9.92006,55.724777,61.056908
-0.115777306,7.7894487,8.819842
-0.13506666,4.2689643,4.6388054
-9.70276,53.759384,58.605396
-4.478516,36.327816,40.292156
-0.06901332,5.957574,6.6895447
-25.271225,97.0848,103.85619
1.9926813,-1.0747733,1.6062855
-7.7155085,48.759453,53.735035
-7.2452965,47.193024,52.08169
-0.08489274,5.538075,6.1355906
-3.0111096,31.221136,35.15909
1.6441413,1.6773291,2.4459836
-15.967849,72.60846,78.53812
-0.15936404,8.971597,10.191697
-0.2236773,3.858585,4.179849
-20.638124,85.79857,92.41458
1.8467475,-1.84576,1.2009008
4.3908353,-0.04927045,3.285805
4.6460066,3.4821577,4.8528523
-7.363669,46.501945,51.024456
3.0565963,-0.33557385,2.4247658
-62.48799,179.52115,187.2374
17.937414,15.29492,14.472725
-57.840446,169.76416,177.35983
-1.8182435,25.53444,29.058739
-0.17182091,13.691805,15.850063
-0.26411736,3.7832103,4.0948067
-3.8984256,34.594173,38.6292
-0.49530944,12.52381,14.211787
-22.918558,92.07177,98.99652
-1.0640717,21.231634,24.368357
-1.2316875,21.690493,24.689058
-0.28926718,7.1846905,8.184052
-0.23963258,14.466775,16.687479
-2.75873,29.845728,33.607487
6.7024207,7.707827,7.1488266
2.8093984,1.3876851,2.9905088
-10.458599,55.618042,60.425888
-1.3620965,22.19676,25.171598
-0.02712071,10.861885,12.540049
-0.5828505,15.637743,17.859348
-3.1671069,31.217325,34.929165
-0.31213036,1.4306954,1.2744846
-0.35148582,1.7597548,1.6754477
-1.7390672,25.409748,29.028738
1.7930709,-1.7067538,1.3190035
-4.0159454,34.99184,39.02741
6.92941,5.460504,6.7768474
-19.927032,84.49742,91.24225
-5.0347757,39.21235,43.592052
-2.2228985,27.449017,31.078243
-18.15584,79.604645,86.12099
-55.76388,167.94727,176.3268
-19.21583,81.44575,87.729576
10.261337,6.9364524,8.917184
3.0400665,-0.3201729,2.4223728
0.9334257,-0.67531234,0.921443
-0.69870687,15.308919,17.418758
-5.6714854,40.645134,44.829575
1.1509277,-0.97366124,1.0053341
-1.461811,22.4767,25.399317
0.16006947,0.44182956,0.9518239
-0.018148988,0.9318635,1.0989237
3.599143,1.2370236,3.374681
0.36084798,0.0030133724,0.8456142
3.63067,-0.028406769,2.8605332
1.3761772,-1.2203176,1.1866783
-20.867443,86.76317,93.522095
2.1780374,-2.2217731,1.3928095
-163.42819,362.347,366.52362
-5.3660007,40.360317,44.782887
-1.5418959,23.77541,27.053114
-0.48693314,1.7365196,1.6258303
-9.6092005,54.75137,60.029453
-0.25463048,2.7492769,2.8466637
-1.0275506,20.367577,23.224062
-152.84773,346.34372,351.65274
-0.18705812,13.93835,16.156921
-24.693886,94.61627,101.00745
-0.08708637,0.93873906,1.1100978
-0.38778758,16.43092,19.067713
-63.8181,182.40926,190.19614
-0.22055683,2.9481637,3.0790555
-67.22563,188.55704,196.12862
-9.774831,55.14833,60.412537
-0.262592,2.07035,2.0335307
-7.8341002,47.395508,51.770313
-17.656788,77.19082,83.29409
-7.7034473,47.694424,52.303474
3.72654,5.388965,5.031305
-0.38536912,1.3636472,1.2236569
-0.020764127,8.375628,9.557579
-0.18975818,13.845732,15.9702425
-7.761003,48.499683,53.337917
-1.5457057,24.128157,27.556404
3.049221,0.71408796,2.8583577
-3.6172168,33.296867,37.20259
-7.5382752,47.68096,52.449043
-6.5997257,45.050674,49.83625
-21.899427,88.84258,95.48369
-13.291882,66.49508,72.579216
-4.6741376,36.821136,40.734833
-0.37763453,12.232333,13.948868
5.647567,6.450438,6.3240905
-4.30878,36.025894,40.08512
-1.6664984,23.922985,27.051481
-2.3896236,28.296885,32.004097
3.164036,-0.59949696,2.3723233
1.9723563,-1.0462223,1.6027118
-20.938694,87.69573,94.7127
-0.3322002,15.708788,18.179642
-9.282066,54.653267,60.201057
-0.5494727,16.488579,18.87486
-0.5882617,17.962074,20.711695
-16.469652,74.11932,80.149765
-0.32653362,1.7920285,1.6816564
-1.1006117,17.303661,19.553476
-0.3432125,5.3044057,5.9249125
-0.20388538,3.1742344,3.3376477
-0.09106927,6.5122905,7.3242893
-1.766486,24.164824,27.234047
-0.18956459,4.0514474,4.405064
-29.911144,108.52174,115.567474
1.8958805,-1.8734444,1.2529334
-0.024914607,10.076708,11.565073
-0.3037107,2.4894888,2.5025842
-40.543995,132.46925,139.66696
-1.6315879,21.852695,24.541296
-19.852234,82.830696,89.07212
3.689776,2.9783719,4.096231
-2.1289585,25.342478,28.316717
-14.802537,69.10598,74.80909
-0.7911296,18.89706,21.621767
